ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
True Colors ( feat . Nicki Minaj ),Still Down ( feat . Chevy Woods & Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,Blacc Hollywood,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",Rap & Hip-Hop,$1.29 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,04:16,19-Aug-14,19-Aug-14
The Tin Man,The Tin Man,Kenny Chesney,Kenny Chesney,All I Need to Know,All I Need To Know,"Country , Music , Urban Cowboy , Contemporary Country",Country,$0.99 ,$0.99 ,"1995 , BMG Entertainment",2014 Scotty 2 Music Ascap,03:25,03:26,13-Jun-95,13-Jun-95
Faith In Love,Love Needs A Holiday,Reba McEntire & Rascal Flatts,Reba McEntire,Reba Duets,Reba # 1 's,"Country , Music , Honky Tonk , Contemporary Country","Country , Contemporary Country",$1.29 ,$0.99 ,"_ ã_ 2007 MCA Nashville , a Division of UMG Recordings , Inc.","( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",03:47,03:13,18-Sep-07,22-Nov-05
Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],Blame ( Burns Remix ),Calvin Harris,Calvin Harris feat . John Newman,Thinking About You ( feat . Ayah Marar ) [ Remixes ],Blame ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2013 Sony Music Entertainment UK Limited,2013 1i Music,05:42,04:17,2-Aug-13,10-Nov-14
Nothing Would Be Better,Nothing Would Be Better,Nick Jonas,Nick Jonas,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",Pop,$1.29 ,$1.29 ,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC","( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",04:34,04:34,10-Nov-14,10-Nov-14
Medicated ( feat . Chevy Woods & Juicy J ),It 's Nothin ( feat . 2 Chainz ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C.,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:30,03:47,4-Dec-12,4-Dec-12
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( feat . John Legend ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:46,24-Nov-14,24-Nov-14
Going Away For a While,Going Away For A While,Brett Eldredge,Brett Eldredge,Illinois,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,( c ) Phonotype,03:13,03:15,11-Sep-15,11-Sep-15
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Save Me [ Acoustic ],Shinedown,Shinedown,Leave a Whisper ( Deluxe Version ),Us And Them ( Deluxe ) [ Explicit ],"Rock , Music , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Real Sounds,03:59,03:22,27-May-03,4-Oct-05
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Febreze ( feat . 2 Chainz ) [ Explicit ],Skrillex & Diplo,"Skrillex , Diplo",Skrillex and Diplo Present Jack '``,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,03:30,03:34,24-Feb-15,24-Feb-15
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Ai n't Got Nothing ( Album Version ( Edited ) ) [ feat . Lil Boosie ] [ Clean ],David Guetta,David Banner,Listen ( Deluxe Version ),Certified ( Edited Version ),"Dance , Music , Rock , House , Electronic , French Pop",Rap & Hip-Hop,$1.29 ,$0.99 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","( C ) 2014 Island Records , a division of UMG Recordings , Inc.",03:20,03:52,24-Nov-14,20-Sep-05
Jump ( feat . Nelly Furtado ),"Yayo [ Feat . Brisco , Billy Blue , Ball Greezy , Rick Ross , Red Eyezz , Bred , Pitbull & Ace Hood ] ( Amended Bonus Version )",Flo Rida,Flo Rida,R.O.O.T.S. ( Deluxe Version ),R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",03:28,07:53,30-Mar-09,30-Mar-09
A Wake ( feat . Evan Roman ),Thrift Shop ( feat . Wanz ) [ Explicit ],Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),The Heist [ Explicit ],"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,03:46,03:55,1-Aug-12,9-Oct-12
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],To __ ( feat . AlunaGeorge ),Skrillex & Diplo,"Skrillex , Diplo",Skrillex and Diplo Present Jack '``,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,03:30,03:57,24-Feb-15,24-Feb-15
Closer ( feat . Mike Posner ),Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas,Nick Jonas ( Deluxe ),Nick Jonas ( Deluxe ) [ Clean ],"Pop , Music , Rock , Pop/Rock",Pop,$1.29 ,$1.29 ,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC","( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",03:48,03:48,10-Nov-14,10-Nov-14
Firefly ( Bravado Dubstep Remix ),Firefly ( Bravado Dubstep Remix ),Ed Sheeran,Ed Sheeran,Loose Change,Loose Change,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Pop,$1.29 ,$1.29 ,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,( C ) 2007 Geffen Records/Mosley Music Group LLC,04:29,04:29,9-Dec-11,9-Dec-11
Dance In the Dark,Just Dance [ feat . Colby O'Donis ],Lady Gaga,Lady Gaga,The Fame Monster ( Deluxe Version ),The Fame Monster ( Deluxe ),"Pop , Music",Pop,$1.29 ,$0.99 ,_ ã_ 2014 Interscope Records,( C ) 2009 Interscope Records,04:48,04:01,5-Aug-14,23-Nov-09
Wake Up,Roll Up [ Clean ],Wiz Khalifa,Wiz Khalifa,Rolling Papers ( Deluxe Version ),Rolling Papers [ Clean ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:46,03:47,28-Mar-11,28-Mar-11
Hold Up ( feat . T Streets ),Wowzerz ( Album Version ( Explicit ) ) [ feat . Trina ] [ Explicit ],Lil Wayne & T Streets,Lil Wayne,I Am Not a Human Being,I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2010 Cash Money Records Inc.,2005 Secretly Canadian,04:10,03:45,15-Nov-10,26-Mar-13
Speak Now - World Tour Live Concert ( Live 2011 ),Long Live,Taylor Swift,Taylor Swift,Speak Now - World Tour Live,Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk","Country , Country Rock , Pop , Rock",Album Only,$1.29 ,"2011 Big Machine Records , LLC .","( C ) 2010 Big Machine Records , LLC .",02:09:26,05:17,21-Nov-11,25-Oct-10
Second Chance ( Live Acoustic from Kansas City ),Left Out ( Live From Washington State ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,05:54,18-Apr-11,18-Apr-11
"The Birds , Pt. 1",The Birds Pt. 2 ( Album Version ( Edited ) ) [ Clean ],The Weeknd,The Weeknd,Trilogy,Trilogy ( Edited Version ) [ Clean ],"R&B / Soul , Music , Rock , Contemporary R&B",R&B,$1.29 ,$1.29 ,"_ ã_ 2012 XO & co. , Inc.","( C ) 2013 XO & co. , Inc.",03:34,05:53,13-Nov-12,18-Sep-15
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,04:11,24-Nov-14,21-Aug-09
Best of Cr247,50 Shades of Crazy,Chase Rice,Chase Rice,Ignite the Night ( Party Edition ),Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",Country,Album Only,$1.29 ,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .","( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",06:57,03:10,19-Aug-14,19-Aug-14
Get Free ( Andy C remix ),Break Free [ feat . Zedd ],Major Lazer,Major Lazer,Get Free - Single,Get It : Hip-Hop & Pop for Now [ Explicit ],"Electronic , Music , Dance , Rock , Electronica",Dance & Electronic,$1.29 ,$1.29 ,2013 Secretly Canadian / Mad Decent,2013 Secretly Canadian / Mad Decent,05:31,03:34,27-Feb-13,
Good Feeling ( Seductive Remix ),Wild Ones ( Feat . Sia ) ( Maison & Dragen Remix ),Flo Rida,Flo Rida,Good Feeling ( Remixes ),Wild Ones ( Feat . Sia ) [ Remixes Pt. 2 ],"Dance,Music,Hip-Hop / Rap , Rap , Electronic","Dance & Electronic , House",$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",04:45,06:06,15-Nov-11,24-Apr-12
From Time ( feat . Jhene Aiko ),From Time [ feat . Jhen_ © Aiko ] [ Explicit ],Drake,Drake,Nothing Was the Same,Nothing Was The Same [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2013 Cash Money Records Inc.,( C ) 2013 Cash Money Records Inc.,05:22,05:22,24-Sep-13,24-Sep-13
Remember You ( feat . The Weeknd ),Remember You ( feat . The Weeknd ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,04:49,4-Dec-12,4-Dec-12
Boiling ( Medlar Remix ),Boiling ( Medlar Remix ),Disclosure,Disclosure,Control,Control,"Electronic , Music , Dance",Dance & Electronic,$1.29 ,$0.89 ,2013 Greco-Roman Ltd,2013 Greco-Roman Ltd,05:52,05:52,2-Apr-13,2-Apr-13
Lifted ( feat . Emeli Sand ' © & Professor Green ),Think About It [ feat . Wiz Khalifa ] [ Explicit ],Naughty Boy,Naughty Boy,Hotel Cabana ( Deluxe Version ),Hotel Cabana [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,$1.29 ,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,03:05,6-May-14,6-May-14
Billy,Billy,Keith Urban,Keith Urban,In the Ranch,Keith Urban In The Ranch,"Country , Music , Honky Tonk , Contemporary Country",Country,$1.29 ,$1.29 ,1997 Capitol Nashville,( c ) 1997 Capitol Nashville,03:46,03:46,1997,10-Feb-04
The Motto ( Bonus Track ) [ feat . Lil Wayne ],Too Much [ feat . Sampha ] [ Explicit ],Drake,Drake,Take Care ( Deluxe Version ),Nothing Was The Same ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Cash Money Records Inc.,( C ) 2013 Cash Money Records Inc.,03:01,04:21,15-Nov-11,24-Sep-13
Because of Your Love,Hurry Up Love,Kenny Chesney,Kenny Rogers,Greatest Hits,49 All Time Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy","Country , Traditional Country , Cowboy",$0.99 ,$0.89 ,2000 BMG Entertainment,( c ) 2008 Goldenlane Records,04:16,02:29,26-Sep-00,1-Aug-08
Sumthin Like This Night ( feat . Gorillaz ),This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ],Snoop Dogg & Gorillaz,Snoop Dogg,Doggumentary,Doggumentary [ Explicit ],"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",$1.29 ,$1.29 ,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",03:37,03:43,29-Mar-11,29-Mar-11
That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),Kenny Chesney & Willie Nelson,Kenny Chesney,Lucky Old Sun,Lucky Old Sun [ + video ],"Country , Music , Contemporary Country , Honky Tonk",Country,$0.99 ,$0.99 ,"2008 Blue Chair Records , LLC","( P ) 2008 Blue Chair Records , LLC and BMG Music",04:16,04:16,2008,24-Apr-12
Remember You ( feat . The Weeknd ),True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,04:15,4-Dec-12,19-Aug-14
From This Dream,Tattoos On This Town [ Explicit ],Little Big Town,Like Tattoos On This Town,Little Big Town,Tattoos On This Town - Single ( Jason Aldean Tribute ) [ Explicit ],"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Country,$0.99 ,$0.99 ,2002 SONY BMG MUSIC ENTERTAINMENT,2012 Music Club,04:27,03:28,7-May-02,14-Jun-12
We Dem Boyz,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,$1.99 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,05:19,19-Aug-14,19-Aug-14
VHS Outro ( Interlude ),Moving Day ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:19,30-Jun-15,30-Jun-15
Whateva ( feat . Monty ),How We Do Things ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:31,,25-Sep-15
Same Love ( feat . Mary Lambert ),"White Walls ( feat . ScHoolboy Q , Hollis ) [ Explicit ]",Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),The Heist [ Deluxe Edition ] [ Explicit ],"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,05:20,03:40,1-Aug-12,9-Oct-12
Get Low ( Neo Fresco Remix ),Woman Like Me ( Dillon Francis Remix ),Dillon Francis & DJ Snake,"Willy Joy , Flosstradamus , Dillon Francis , Bird Peterson , Cousin Cole , Flinch",Get Low ( Remixes ) - EP,Woman Like Me Remixes,"Dance , Music",Dance & Electronic,$1.29 ,$0.99 ,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",( c ) 2011 Copyright Top Billin,04:42,05:22,2-Jun-15,30-Sep-11
Judas ( Royksopp 's 30 Pieces Remix ),Just Dance ( RedOne Remix ),Lady Gaga,Lady Gaga,Born This Way ( The Remix ),Just Dance ( Remix EP pt2 ),"Pop , Music , Dance",Pop,Album Only,$1.29 ,2011 Interscope Records,( C ) 2008 Interscope,09:18,04:19,21-Nov-11,4-Nov-08
The Whisperer ( feat . Sia ),S.T.O.P ( feat . Ryan Tedder ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:34,24-Nov-14,24-Nov-14
Elevator ( feat . Timbaland ),Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],Flo Rida,Flo Rida,Mail On Sunday ( Deluxe Version ),Mail On Sunday [ Explicit ],"Hip-Hop/Rap , Music , Dirty South",Rap & Hip-Hop,$1.99 ,$1.29 ,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,03:55,03:17,17-Mar-08,17-Mar-08
The Woodland Realm ( Extended Version ),The High Fells ( Extended Version ),Howard Shore,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",Soundtracks,$1.29 ,$1.29 ,_ ã_ 2013 WaterTower Music,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,05:14,03:38,10-Dec-13,10-Dec-13
Extra Extra Credit,Extra Extra Credit [ Explicit ],Wiz Khalifa,Wiz Khalifa,Flight School,Flight School [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$0.99 ,$0.99 ,2009 Rostrum Records,2013 Mad Decent,04:03,04:03,17-Apr-09,17-Apr-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:47,21-Aug-09,21-Aug-09
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,04:59,24-Nov-14,21-Aug-09
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,03:18,24-Nov-14,21-Aug-09
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],What I did for Love ( feat . Emeli Sand_ © ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:27,24-Nov-14,24-Nov-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],S.T.O.P ( feat . Ryan Tedder ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:34,24-Nov-14,24-Nov-14
Whateva ( feat . Monty ),My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:32,,25-Sep-15
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( feat . John Legend ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:46,24-Nov-14,24-Nov-14
VHS Outro ( Interlude ),Moving Day ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:19,30-Jun-15,30-Jun-15
As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Never Say Never [ feat . Jaden Smith ],Justin Bieber,Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Never Say Never - The Remixes,"Dance , Music , Rock",Pop,$1.29 ,$1.29 ,2012 The Island Def Jam Music Group,( C ) 2011 The Island Def Jam Music Group,04:40,03:48,11-Sep-12,14-Feb-11
Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ],Kama Sutra ( feat . Kid Ink ),Jason Derulo,Jason Derulo,Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single,Talk Dirty [ Clean ],"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",Pop,$1.29 ,$1.29 ,2014 Warner Bros. . Records Inc.,2014 Warner Bros. . Records Inc.,04:07,03:36,2-May-14,10-Sep-13
Whateva ( feat . Monty ),Rewind ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,05:36,,25-Sep-15
Here 's to the Good Times,Here 's To The Good Times,Florida Georgia Line,Florida Georgia Line,Here 's to the Good Times,Here 's To The Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Country,$1.29 ,$1.29 ,"_ ã_ 2012 Big Machine Label Group , LLC","( C ) 2012 Big Machine Label Group , LLC",04:11,04:10,4-Dec-12,4-Dec-12
Anything Goes,Anything Goes,Florida Georgia Line,Florida Georgia Line,Anything Goes,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",Country,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Label Group , LLC","( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",03:39,03:38,14-Oct-14,14-Oct-14
Lifted ( feat . Emeli Sand ' © & Professor Green ),Wonder [ feat . Emeli Sand_ © ],Naughty Boy,Naughty Boy,Hotel Cabana ( Deluxe Version ),Hotel Cabana [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,$1.29 ,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,03:27,6-May-14,6-May-14
