ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994","independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , minos garofalakis , rajeev rastogi 2001",,,vldb j.,international conference on management of data,,
"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , rajeev rastogi , minos n. garofalakis","independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , minos garofalakis , rajeev rastogi 2001",,,sigmod conference,international conference on management of data,2001,
re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal,"independence is good : dependency-based histogram synopses for high-dimensional data amol deshpande , minos garofalakis , rajeev rastogi 2001",,,sigmod record,international conference on management of data,2001,
"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994",the tv-tree : an index structure for high-dimensional data,,"king ip lin , h. v. jagadish , christos faloutsos",vldb j.,the vldb journal -- the international journal on very large data bases,,1994
the sr-tree : an index structure for high-dimensional nearest neighbor queries,the tv-tree : an index structure for high-dimensional data,"norio katayama , shin ` ichi satoh","king ip lin , h. v. jagadish , christos faloutsos",sigmod conference,the vldb journal -- the international journal on very large data bases,1997,1994
"modeling high-dimensional index structures using sampling christian a. lang , ambuj k. singh sigmod conference 2001",the tv-tree : an index structure for high-dimensional data,,"king ip lin , h. v. jagadish , christos faloutsos",,the vldb journal -- the international journal on very large data bases,,1994
"outlier detection for high dimensional data charu c. aggarwal , philip s. yu 2001",the tv-tree : an index structure for high-dimensional data,,"king ip lin , h. v. jagadish , christos faloutsos",sigmod conference,the vldb journal -- the international journal on very large data bases,,1994
"information sharing across private databases ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski","information sharing across private databases rakesh agrawal , alexandre evfimievski , ramakrishnan srikant 2003",,,sigmod conference,international conference on management of data,2003,
investigating xquery for querying across database object types nancy wiegand,"information sharing across private databases rakesh agrawal , alexandre evfimievski , ramakrishnan srikant 2003",,,sigmod record,international conference on management of data,2002,
information rules,"information sharing across private databases rakesh agrawal , alexandre evfimievski , ramakrishnan srikant 2003",dale a. stirling,,sigmod record,international conference on management of data,2003,
"approximate query mapping : accounting for translation closeness hector garcia-molina , kevin chen-chuan chang 2001",approximate query mapping : accounting for translation closeness the vldb journal -- the international journal on very large data bases,,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",vldb j.,,,2001
"approximate query processing using wavelets kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi vldb 2000",approximate query mapping : accounting for translation closeness the vldb journal -- the international journal on very large data bases,,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",,,,2001
"approximate query translation across heterogeneous information sources hector garcia-molina , kevin chen-chuan chang vldb",approximate query mapping : accounting for translation closeness the vldb journal -- the international journal on very large data bases,,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",,,2000,2001
query processing over object views of relational data vldb j.,"rights protection for relational data radu sion , mikhail atallah , sunil prabhakar international conference on management of data 2003","gustav fahl , tore risch",,,,1997,
"rights protection for relational data sunil prabhakar , radu sion , mikhail j. atallah 2003","rights protection for relational data radu sion , mikhail atallah , sunil prabhakar international conference on management of data 2003",,,sigmod conference,,,
"outlier detection for high dimensional data charu c. aggarwal , philip s. yu 2001","rights protection for relational data radu sion , mikhail atallah , sunil prabhakar international conference on management of data 2003",,,sigmod conference,,,
query processing over object views of relational data vldb j.,on parallel processing of aggregate and scalar functions in object-relational dbms 1998,"gustav fahl , tore risch","michael jaedicke , bernhard mitschang",,international conference on management of data,1997,
"on parallel processing of aggregate and scalar functions in object-relational dbms michael jaedicke , bernhard mitschang sigmod conference 1998",on parallel processing of aggregate and scalar functions in object-relational dbms 1998,,"michael jaedicke , bernhard mitschang",,international conference on management of data,,
extending practical pre-aggregation in on-line analytical processing vldb 1999,on parallel processing of aggregate and scalar functions in object-relational dbms 1998,"torben bach pedersen , curtis e. dyreson , christian s. jensen","michael jaedicke , bernhard mitschang",,international conference on management of data,,
querying heterogeneous information sources using source descriptions,querying multiple bioinformatics information sources : can semantic web research help ? acm sigmod record 2002,"anand rajaraman , alon y. levy , joann j. ordille","david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",vldb,,1996,
"querying multiple bioinformatics data sources : can semantic web research help ? terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto sigmod record 2002",querying multiple bioinformatics information sources : can semantic web research help ? acm sigmod record 2002,,"david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",,,,
querying heterogeneous information sources using source descriptions,merging ranks from heterogeneous internet sources very large data bases,"anand rajaraman , alon y. levy , joann j. ordille","luis gravano , hector garcia-molina",vldb,,1996,1997
"merging ranks from heterogeneous internet sources hector garcia-molina , luis gravano vldb",merging ranks from heterogeneous internet sources very large data bases,,"luis gravano , hector garcia-molina",,,1997,1997
metadata for mixed-media access sigmod record,"metadata for mixed-media access francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox 1994","julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",,,acm sigmod record,1994,
a framework for implementing hypothetical queries sigmod conference 1997,a framework for semantic gossiping acm sigmod record 2002,"timothy griffin , richard hull","karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",,,,
"a framework for expressing and combining preferences edward l. wimmers , rakesh agrawal 2000",a framework for semantic gossiping acm sigmod record 2002,,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",sigmod conference,,,
"a framework for clustering evolving data streams philip s. yu , charu c. aggarwal , jiawei han , jianyong wang vldb 2003",a framework for semantic gossiping acm sigmod record 2002,,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",,,,
"new sampling-based summary statistics for improving approximate query answers phillip b. gibbons , yossi matias sigmod conference",histogram-based approximation of set-valued query-answers very large data bases,,"yannis e. ioannidis , viswanath poosala",,,1998,1999
"histogram-based approximation of set-valued query-answers viswanath poosala , yannis e. ioannidis",histogram-based approximation of set-valued query-answers very large data bases,,"yannis e. ioannidis , viswanath poosala",vldb,,1999,1999
on the cost of monitoring and reorganization of object bases for clustering 1996,on the cost of monitoring and reorganization of object bases for clustering,"guido moerkotte , alfons kemper , carsten andreas gerlhof","carsten a. gerlhof , alfons kemper , guido moerkotte",sigmod record,acm sigmod record,,1996
theory of answering queries using views alon y. halevy 2000,answering complex sql queries using automatic summary tables international conference on management of data,,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",sigmod record,,,2000
answering queries using views : a survey vldb j. 2001,answering complex sql queries using automatic summary tables international conference on management of data,alon y. halevy,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",,,,2000
theory of answering queries using views alon y. halevy 2000,theory of answering queries using views alon y. halevy acm sigmod record 2000,,,sigmod record,,,
answering queries using views : a survey vldb j. 2001,theory of answering queries using views alon y. halevy acm sigmod record 2000,alon y. halevy,,,,,
a scalable algorithm for answering queries using views,theory of answering queries using views alon y. halevy acm sigmod record 2000,"rachel pottinger , alon y. levy",,vldb,,2000,
"answering queries with aggregation using views h. v. jagadish , shaul dar , divesh srivastava , alon y. levy",theory of answering queries using views alon y. halevy acm sigmod record 2000,,,vldb,,1996,
minicon : a scalable algorithm for answering queries using views vldb j.,theory of answering queries using views alon y. halevy acm sigmod record 2000,"rachel pottinger , alon y. halevy",,,,2001,
"generating efficient plans for queries using views chen li , jeffrey d. ullman , foto n. afrati sigmod conference",theory of answering queries using views alon y. halevy acm sigmod record 2000,,,,,2001,
answering complex sql queries using automatic summary tables,theory of answering queries using views alon y. halevy acm sigmod record 2000,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis",,sigmod conference,,2000,
theory of answering queries using views alon y. halevy 2000,minicon : a scalable algorithm for answering queries using views the vldb journal -- the international journal on very large data bases,,"rachel pottinger , alon halevy",sigmod record,,,2001
answering queries using views : a survey vldb j. 2001,minicon : a scalable algorithm for answering queries using views the vldb journal -- the international journal on very large data bases,alon y. halevy,"rachel pottinger , alon halevy",,,,2001
"answering queries with aggregation using views h. v. jagadish , shaul dar , divesh srivastava , alon y. levy",minicon : a scalable algorithm for answering queries using views the vldb journal -- the international journal on very large data bases,,"rachel pottinger , alon halevy",vldb,,1996,2001
minicon : a scalable algorithm for answering queries using views vldb j.,minicon : a scalable algorithm for answering queries using views the vldb journal -- the international journal on very large data bases,"rachel pottinger , alon y. halevy","rachel pottinger , alon halevy",,,2001,2001
theory of answering queries using views alon y. halevy 2000,"answering queries with useful bindings chen li , edward chang acm transactions on database systems ( tods )",,,sigmod record,,,2001
answering queries using views : a survey vldb j. 2001,"answering queries with useful bindings chen li , edward chang acm transactions on database systems ( tods )",alon y. halevy,,,,,2001
a scalable algorithm for answering queries using views,"answering queries with useful bindings chen li , edward chang acm transactions on database systems ( tods )","rachel pottinger , alon y. levy",,vldb,,2000,2001
"distributing queries over low-power wireless sensor networks samuel madden , joseph m. hellerstein sigmod conference",power efficient data gathering and aggregation in wireless sensor networks acm sigmod record 2003,,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",,,2002,
power efficient data gathering and aggregation in wireless sensor networks sigmod record 2003,power efficient data gathering and aggregation in wireless sensor networks acm sigmod record 2003,"ibrahim korpeoglu , hüseyin özgür tan","h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",,,,
"distributing queries over low-power wireless sensor networks samuel madden , joseph m. hellerstein sigmod conference","energy and rate based mac protocol for wireless sensor networks rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar 2003",,,,acm sigmod record,2002,
"bluetooth-based sensor networks philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold 2003","energy and rate based mac protocol for wireless sensor networks rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar 2003",,,sigmod record,acm sigmod record,,
"energy and rate based mac protocol for wireless sensor networks ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar","energy and rate based mac protocol for wireless sensor networks rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar 2003",,,sigmod record,acm sigmod record,2003,
power efficient data gathering and aggregation in wireless sensor networks sigmod record 2003,"energy and rate based mac protocol for wireless sensor networks rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar 2003","ibrahim korpeoglu , hüseyin özgür tan",,,acm sigmod record,,
a survey of logical models for olap databases sigmod record 1999,text databases : a survey of text models and systems acm sigmod record,"timos k. sellis , panos vassiliadis",arjan loeffen,,,,1994
text databases : a survey of text models and systems sigmod record 1994,text databases : a survey of text models and systems acm sigmod record,arjan loeffen,arjan loeffen,,,,1994
promises and realities of active database systems 1995,text databases : a survey of text models and systems acm sigmod record,"eric simon , angelika kotz dittrich",arjan loeffen,vldb,,,1994
hypertext databases and data mining soumen chakrabarti 1999,text databases : a survey of text models and systems acm sigmod record,,arjan loeffen,sigmod conference,,,1994
from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity vldb 1995,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity stuart e. madnick very large data bases,stuart e. madnick,,,,,1995
automation in information extraction and data integration vldb,"information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000",sunita sarawagi,,,,2002,
information integration : the momis project demonstration vldb 2000,"information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000","michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini",,,,,
integrating information for on demand computing nelson mendonça mattos vldb,"information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000",,,,,2003,
"a case-based approach to information integration maurizio panti , alberto giretti , luca spalazzi 2000","information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000",,,vldb,,,
automation in information extraction and data integration vldb,idea : interactive data exploration and analysis international conference on management of data 1996,sunita sarawagi,"peter g. selfridge , divesh srivastava , lynn o. wilson",,,2002,
xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets sigmod conference 2002,idea : interactive data exploration and analysis international conference on management of data 1996,"elke a. rundensteiner , punit r. doshi , jing yang , matthew o. ward","peter g. selfridge , divesh srivastava , lynn o. wilson",,,,
"idea : interactive data exploration and analysis lynn o. wilson , peter g. selfridge , divesh srivastava",idea : interactive data exploration and analysis international conference on management of data 1996,,"peter g. selfridge , divesh srivastava , lynn o. wilson",sigmod conference,,1996,
automation in information extraction and data integration vldb,"capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data",sunita sarawagi,,,,2002,2003
"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995","capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data",,,,,,2003
"integrating triggers and declarative constraints in sql database sytems roberta cochrane , hamid pirahesh , nelson mendonça mattos","capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data",,,vldb,,1996,2003
using probabilistic information in data integration 1997,"capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data","alon y. levy , daniela florescu , daphne koller",,vldb,,,2003
"capturing both types and constraints in data integration juliana freire , rajeev rastogi , michael benedikt , wenfei fan , chee yong chan 2003","capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data",,,sigmod conference,,,2003
standards in practice,standards 2001,"jim melton , andrew eisenberg",andrew eisenberg,sigmod record,acm sigmod record,1998,
object query standards andrew e. wade,standards 2001,,andrew eisenberg,sigmod record,acm sigmod record,1996,
standards in practice,standards jim melton,"jim melton , andrew eisenberg",,sigmod record,acm sigmod record,1998,2002
object query standards andrew e. wade,standards jim melton,,,sigmod record,acm sigmod record,1996,2002
standards in practice,standards acm sigmod record,"jim melton , andrew eisenberg",andrew eisenberg,sigmod record,,1998,2002
standards in practice,standards acm sigmod record,"jim melton , andrew eisenberg",jim melton,sigmod record,,1998,2002
object query standards andrew e. wade,standards acm sigmod record,,jim melton,sigmod record,,1996,2002
standards in practice,standards acm sigmod record 2003,"jim melton , andrew eisenberg",,sigmod record,,1998,
object query standards andrew e. wade,standards acm sigmod record 2003,,,sigmod record,,1996,
standards in practice,"standards in practice andrew eisenberg , jim melton 1998","jim melton , andrew eisenberg",,sigmod record,acm sigmod record,1998,
"joining ranked inputs in practice walid g. aref , ihab f. ilyas , ahmed k. elmagarmid","standards in practice andrew eisenberg , jim melton 1998",,,vldb,acm sigmod record,2002,
efendi : federated database system of cadlab sigmod conference 1995,"efendi : federated database system of cadlab e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte 1995","bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",,,international conference on management of data,,
"research issues in federated database systems : report of efdbs '97 workshop fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad 1997","efendi : federated database system of cadlab e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte 1995",,,sigmod record,international conference on management of data,,
efendi : federated database system of cadlab sigmod conference 1995,"experiences in federated databases : from iro-db to miro-web peter fankhauser , georges gardarin , m. lopez , j. mu &#241; oz , anthony tomasic very large data bases 1998","bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",,,,,
"experiences in federated databases : from iro-db to miro-web anthony tomasic , peter fankhauser , j. muñoz , m. lopez , georges gardarin","experiences in federated databases : from iro-db to miro-web peter fankhauser , georges gardarin , m. lopez , j. mu &#241; oz , anthony tomasic very large data bases 1998",,,vldb,,1998,
generating spatiotemporal datasets on the www sigmod record 2000,generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis","yannis theodoridis , mario a. nascimento",,acm sigmod record,,2000
"sqlj part 0 , now known as sql/olb ( object-language bindings ) sigmod record 1998","sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton","andrew eisenberg , jim melton",,acm sigmod record,,1998
multiple-view self-maintenance in data warehousing environments nam huyn,tracing the lineage of view data in a warehousing environment,,"yingwei cui , jennifer widom , janet l. wiener",vldb,acm transactions on database systems ( tods ),1997,2000
aggregate-query processing in data warehousing environments vldb,tracing the lineage of view data in a warehousing environment,"venky harinarayan , dallan quass , ashish gupta","yingwei cui , jennifer widom , janet l. wiener",,acm transactions on database systems ( tods ),1995,2000
view maintenance in a warehousing environment 1995,tracing the lineage of view data in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer","yingwei cui , jennifer widom , janet l. wiener",sigmod conference,acm transactions on database systems ( tods ),,2000
"managing video data in a mobile environment rafael alonso , yuh-lin chang , v. s. mani , liviu iftode 1995",tracing the lineage of view data in a warehousing environment,,"yingwei cui , jennifer widom , janet l. wiener",sigmod record,acm transactions on database systems ( tods ),,2000
expiring data in a warehouse vldb,tracing the lineage of view data in a warehousing environment,"wilburt labio , jun yang , hector garcia-molina","yingwei cui , jennifer widom , janet l. wiener",,acm transactions on database systems ( tods ),1998,2000
"algorithms for materialized view design in data warehousing environment kamalakar karlapalem , jian yang , qing li vldb 1997",tracing the lineage of view data in a warehousing environment,,"yingwei cui , jennifer widom , janet l. wiener",,acm transactions on database systems ( tods ),,2000
"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998",tracing the lineage of view data in a warehousing environment,,"yingwei cui , jennifer widom , janet l. wiener",,acm transactions on database systems ( tods ),,2000
"lineage tracing for general data warehouse transformations jennifer widom , yingwei cui vldb j.",tracing the lineage of view data in a warehousing environment,,"yingwei cui , jennifer widom , janet l. wiener",,acm transactions on database systems ( tods ),2003,2000
multiple-view self-maintenance in data warehousing environments nam huyn,"aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001",,,vldb,very large data bases,1997,
aggregate-query processing in data warehousing environments vldb,"aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001","venky harinarayan , dallan quass , ashish gupta",,,very large data bases,1995,
exploiting versions for on-line data warehouse maintenance in molap servers vldb 2002,"aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001","heum-geun kang , chin-wan chung",,,very large data bases,,
view maintenance in a warehousing environment 1995,"aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001","jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",,sigmod conference,very large data bases,,
efficient view maintenance at data warehouses sigmod conference 1997,"aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001","tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",,,very large data bases,,
"the whips prototype for data warehouse creation and maintenance hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom","aggregate maintenance for data warehousing in informix red brick vista craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite 2001",,,sigmod conference,very large data bases,1997,
"the oasis multidatabase prototype john murphy , mark roantree , wilhelm hasselbring sigmod record 1999","the samos active dbms prototype stella gatziu , andreas geppert , klaus r. dittrich",,,,international conference on management of data,,1995
the reach active oodbms,"the samos active dbms prototype stella gatziu , andreas geppert , klaus r. dittrich","alin deutsch , jürgen zimmermann , m. higa , alejandro p. buchmann",,sigmod conference,international conference on management of data,1995,1995
the prototype of the dare system sigmod conference 2001,"the samos active dbms prototype stella gatziu , andreas geppert , klaus r. dittrich","tiziana catarci , giuseppe santucci",,,international conference on management of data,,1995
the samos active dbms prototype sigmod conference 1995,"the samos active dbms prototype stella gatziu , andreas geppert , klaus r. dittrich","klaus r. dittrich , stella gatziu , andreas geppert",,,international conference on management of data,,1995
"the oasis multidatabase prototype john murphy , mark roantree , wilhelm hasselbring sigmod record 1999",the myriad federated database prototype international conference on management of data,,"s.-y . hwang , e.-p . lim , h.-r . yang , s. musukula , k. mediratta , m. ganesh , d. clements , j. stenoien , j. srivastava",,,,1994
"the myriad federated database prototype k. mediratta , ee-peng lim , j. stenoien , s. musukula , jaideep srivastava , h.-r . yang , d. clements , m. ganesh , san-yih hwang sigmod conference 1994",the myriad federated database prototype international conference on management of data,,"s.-y . hwang , e.-p . lim , h.-r . yang , s. musukula , k. mediratta , m. ganesh , d. clements , j. stenoien , j. srivastava",,,,1994
"holistic twig joins : optimal xml pattern matching divesh srivastava , nick koudas , nicolas bruno 2002","holistic twig joins : optimal xml pattern matching nicolas bruno , nick koudas , divesh srivastava 2002",,,sigmod conference,international conference on management of data,,
"holistic twig joins on indexed xml documents wei wang , haifeng jiang , hongjun lu , jeffrey xu yu vldb","holistic twig joins : optimal xml pattern matching nicolas bruno , nick koudas , divesh srivastava 2002",,,,international conference on management of data,2003,
"mining multi-dimensional constrained gradients in data cubes jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei 2001",multi-dimensional clustering : a new data layout scheme in db2 international conference on management of data,,"sriram padmanabhan , bishwaranjan bhattacharjee , tim malkemus , leslie cranston , matthew huras",vldb,,,2003
"multi-dimensional clustering : a new data layout scheme in db2 bishwaranjan bhattacharjee , sriram padmanabhan , matthew huras , leslie cranston , timothy malkemus 2003",multi-dimensional clustering : a new data layout scheme in db2 international conference on management of data,,"sriram padmanabhan , bishwaranjan bhattacharjee , tim malkemus , leslie cranston , matthew huras",sigmod conference,,,2003
"mining multi-dimensional constrained gradients in data cubes jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei 2001",mining multi-dimensional constrained gradients in data cubes,,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",vldb,very large data bases,,2001
"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens",mining multi-dimensional constrained gradients in data cubes,,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",vldb,very large data bases,1997,2001
explaining differences in multidimensional aggregates sunita sarawagi vldb,mining multi-dimensional constrained gradients in data cubes,,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",,very large data bases,1999,2001
database research at nthu and itri arbee l. p. chen 1994,"database research at the indian institute of technology , bombay 1996",,"d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",sigmod record,acm sigmod record,,
"data and knowledge base research at hong kong university of science and technology babak hamidzadeh , kamalakar karlapalem , qing li , chung-dak shum , dik lun lee , frederick h. lochovsky , beat wüthrich , alex chia-yee kean , pamela drew sigmod record 1995","database research at the indian institute of technology , bombay 1996",,"d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",,acm sigmod record,,
database research at columbia university,"database research at the indian institute of technology , bombay 1996","kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",sigmod record,acm sigmod record,1998,
the ccube constraint object-oriented database system sigmod conference,the role of integrity constraints in database interoperation very large data bases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","mark w. w. vermeer , peter m. g. apers",,,1999,1996
the role of integrity constraints in database interoperation vldb 1996,the role of integrity constraints in database interoperation very large data bases,"peter m. g. apers , mark w. w. vermeer","mark w. w. vermeer , peter m. g. apers",,,,1996
the role of b2b engines in b2b integration architectures christoph bussler,the role of integrity constraints in database interoperation very large data bases,,"mark w. w. vermeer , peter m. g. apers",sigmod record,,2002,1996
"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995",the role of integrity constraints in database interoperation very large data bases,,"mark w. w. vermeer , peter m. g. apers",,,,1996
"thémis : a database programming language handling integrity constraints anne doucet , véronique benzaken vldb j. 1995",the role of integrity constraints in database interoperation very large data bases,,"mark w. w. vermeer , peter m. g. apers",,,,1996
"maintenance of implication integrity constraints under updates to constraints naci ishakbeyoglu , z. meral özsoyoglu 1998",the role of integrity constraints in database interoperation very large data bases,,"mark w. w. vermeer , peter m. g. apers",vldb j.,,,1996
"capturing both types and constraints in data integration juliana freire , rajeev rastogi , michael benedikt , wenfei fan , chee yong chan 2003",the role of integrity constraints in database interoperation very large data bases,,"mark w. w. vermeer , peter m. g. apers",sigmod conference,,,1996
the ccube constraint object-oriented database system sigmod conference,object normal forms and dependency constraints for object-oriented schemata acm transactions on database systems ( tods ) 1997,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","zahir tari , john stokes , stefano spaccapietra",,,1999,
the reach active oodbms,"the reach active oodbms a. p. buchmann , a. deutsch , j. zimmermann , m. higa international conference on management of data","alin deutsch , jürgen zimmermann , m. higa , alejandro p. buchmann",,sigmod conference,,1995,1995
the samos active dbms prototype sigmod conference 1995,"the reach active oodbms a. p. buchmann , a. deutsch , j. zimmermann , m. higa international conference on management of data","klaus r. dittrich , stella gatziu , andreas geppert",,,,,1995
optimizing queries on compressed bitmaps,"optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )","sihem amer-yahia , theodore johnson",,vldb,,2000,2000
"optimizing queries across diverse data sources edward l. wimmers , donald kossmann , jun yang , laura m. haas 1997","optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )",,,vldb,,,2000
towards an effective calculus for object query languages sigmod conference 1995,"optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )","david maier , leonidas fegaras",,,,,2000
"optimizing queries on files tova milo , mariano p. consens","optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )",,,sigmod conference,,1994,2000
optimizing object queries using an effective calculus 2000,"optimizing object queries using an effective calculus leonidas fegaras , david maier acm transactions on database systems ( tods )","leonidas fegaras , david maier",,acm trans . database syst .,,,2000
optimizing queries on compressed bitmaps,optimizing queries across diverse data sources very large data bases 1997,"sihem amer-yahia , theodore johnson","laura m. haas , donald kossmann , edward l. wimmers , jun yang",vldb,,2000,
optimizing queries over multimedia repositories sigmod conference 1996,optimizing queries across diverse data sources very large data bases 1997,"luis gravano , surajit chaudhuri","laura m. haas , donald kossmann , edward l. wimmers , jun yang",,,,
"optimizing disjunctive queries with expensive predicates alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner sigmod conference 1994",optimizing queries across diverse data sources very large data bases 1997,,"laura m. haas , donald kossmann , edward l. wimmers , jun yang",,,,
"optimizing queries across diverse data sources edward l. wimmers , donald kossmann , jun yang , laura m. haas 1997",optimizing queries across diverse data sources very large data bases 1997,,"laura m. haas , donald kossmann , edward l. wimmers , jun yang",vldb,,,
optimizing object queries using an effective calculus 2000,optimizing queries across diverse data sources very large data bases 1997,"leonidas fegaras , david maier","laura m. haas , donald kossmann , edward l. wimmers , jun yang",acm trans . database syst .,,,
tam : a system for dynamic transactional activity management,a case for dynamic view management acm transactions on database systems ( tods ),"ling liu , calton pu , tong zhou","yannis kotidis , nick roussopoulos",sigmod conference,,1999,2001
