ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,estimating the selectivity of xml path expressions for internet scale applications,"christos faloutsos , alberto belussi","ashraf aboulnaga , alaa r. alameldeen , jeffrey f. naughton",vldb,very large data bases,1995,2001
estimating the selectivity of xml path expressions for internet scale applications,estimating the selectivity of xml path expressions for internet scale applications,"ashraf aboulnaga , jeffrey f. naughton , alaa r. alameldeen","ashraf aboulnaga , alaa r. alameldeen , jeffrey f. naughton",vldb,very large data bases,2001,2001
directv and oracle rdb : the challenges of vldb transaction processing,directv and oracle rdb : the challenge of vldb transaction processing,william l. gettys,william l. gettys,sigmod conference,international conference on management of data,1995,1995
query processing and optimization in oracle rdb,directv and oracle rdb : the challenge of vldb transaction processing,"gennady antoshenkov , mohamed ziauddin",william l. gettys,vldb j.,international conference on management of data,1996,1995
view management in multimedia databases,supporting efficient multimedia database exploration,"v. s. subrahmanian , eric lemar , k. selçuk candan","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb j.,the vldb journal -- the international journal on very large data bases,2000,2001
supporting efficient multimedia database exploration,supporting efficient multimedia database exploration,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
indexing multimedia databases ( tutorial ),supporting efficient multimedia database exploration,christos faloutsos,"wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",sigmod conference,the vldb journal -- the international journal on very large data bases,1995,2001
efficient exploration of large scientific databases,supporting efficient multimedia database exploration,"gustavo alonso , etzard stolte","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb,the vldb journal -- the international journal on very large data bases,2002,2001
join index hierarchies for supporting efficient navigations in object-oriented databases,supporting efficient multimedia database exploration,"jiawei han , zhaohui xie","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb,the vldb journal -- the international journal on very large data bases,1994,2001
xxl - a library approach to supporting efficient implementations of advanced database queries,supporting efficient multimedia database exploration,"björn blohsfeld , jens-peter dittrich , martin schneider , bernhard seeger , tobias schäfer , jochen van den bercken , jürgen krämer","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb,the vldb journal -- the international journal on very large data bases,2001,2001
efficient user-adaptable similarity search in large multimedia databases,supporting efficient multimedia database exploration,"thomas seidl , hans-peter kriegel","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",vldb,the vldb journal -- the international journal on very large data bases,1997,2001
form-based proxy caching for database-backed web sites,a predicate-based caching scheme for client-server database architectures,"jeffrey f. naughton , qiong luo","arthur m. keller , julie basu",vldb,the vldb journal -- the international journal on very large data bases,2001,1996
highly concurrent cache consistency for indices in client-server database systems,a predicate-based caching scheme for client-server database architectures,"michael j. carey , markos zaharioudakis","arthur m. keller , julie basu",sigmod conference,the vldb journal -- the international journal on very large data bases,1997,1996
aries/csa : a method for database recovery in client-server architectures,a predicate-based caching scheme for client-server database architectures,"c. mohan , inderpal narang","arthur m. keller , julie basu",sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1996
a content-based multimedia server for massively parallel architectures,a predicate-based caching scheme for client-server database architectures,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au","arthur m. keller , julie basu",sigmod conference,the vldb journal -- the international journal on very large data bases,1996,1996
dbcache : database caching for web application servers,a predicate-based caching scheme for client-server database architectures,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay","arthur m. keller , julie basu",sigmod conference,the vldb journal -- the international journal on very large data bases,2002,1996
an adaptive hybrid server architecture for client caching odbmss,a predicate-based caching scheme for client-server database architectures,"m. tamer özsu , kaladhar voruganti , ronald c. unrau","arthur m. keller , julie basu",vldb,the vldb journal -- the international journal on very large data bases,1999,1996
dbcache : middle-tier database caching for highly scalable e-business architectures,a predicate-based caching scheme for client-server database architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald","arthur m. keller , julie basu",sigmod conference,the vldb journal -- the international journal on very large data bases,2003,1996
quickstore : a high performance mapped object store,quickstore : a high performance mapped object store,"david j. dewitt , seth j. white","seth j. white , david j. dewitt",sigmod conference,international conference on management of data,1994,1994
dalí : a high performance main memory storage manager,quickstore : a high performance mapped object store,"s. sudarshan , h. v. jagadish , rajeev rastogi , abraham silberschatz , daniel f. lieuwen","seth j. white , david j. dewitt",vldb,international conference on management of data,1994,1994
improving timeliness in real-time secure database systems,improving the efficiency of database-system teaching,"sang hyuk son , rasikan david , bhavani m. thuraisingham",jeffrey d. ullman,sigmod record,international conference on management of data,1996,2003
the ecrc multi database system,the oasis multidatabase prototype,"heribert schütz , willem jonker","mark roantree , john murphy , wilhelm hasselbring",sigmod conference,acm sigmod record,1995,1999
the samos active dbms prototype,the oasis multidatabase prototype,"klaus r. dittrich , stella gatziu , andreas geppert","mark roantree , john murphy , wilhelm hasselbring",sigmod conference,acm sigmod record,1995,1999
safe query languages for constraint databases,the lyric language : querying constraint objects,peter z. revesz,"alexander brodsky , yoram kornatzky",acm trans . database syst .,international conference on management of data,1998,1995
highly concurrent cache consistency for indices in client-server database systems,efficient incremental garbage collection for client-server object database systems,"michael j. carey , markos zaharioudakis","laurent amsaleg , michael j. franklin , olivier gruber",sigmod conference,very large data bases,1997,1995
"semi-automatic , self-adaptive control of garbage collection rates in object databases",efficient incremental garbage collection for client-server object database systems,"artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook","laurent amsaleg , michael j. franklin , olivier gruber",sigmod conference,very large data bases,1996,1995
open object database management systems,efficient incremental garbage collection for client-server object database systems,josé a. blakeley,"laurent amsaleg , michael j. franklin , olivier gruber",sigmod conference,very large data bases,1994,1995
highly concurrent cache consistency for indices in client-server database systems,highly concurrent cache consistency for indices in client-server database systems,"michael j. carey , markos zaharioudakis","markos zaharioudakis , michael j. carey",sigmod conference,international conference on management of data,1997,1997
transactional client-server cache consistency : alternatives and performance,highly concurrent cache consistency for indices in client-server database systems,"michael j. franklin , michael j. carey , miron livny","markos zaharioudakis , michael j. carey",acm trans . database syst .,international conference on management of data,1997,1997
concurrency control in hierarchical multidatabase systems,highly concurrent cache consistency for indices in client-server database systems,"henry f. korth , abraham silberschatz , sharad mehrotra","markos zaharioudakis , michael j. carey",vldb j.,international conference on management of data,1997,1997
index concurrency control in firm real-time database systems,highly concurrent cache consistency for indices in client-server database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa","markos zaharioudakis , michael j. carey",vldb,international conference on management of data,1995,1997
efficient incremental garbage collection for client-server object database systems,highly concurrent cache consistency for indices in client-server database systems,"laurent amsaleg , olivier gruber , michael j. franklin","markos zaharioudakis , michael j. carey",vldb,international conference on management of data,1995,1997
highly concurrent cache consistency for indices in client-server database systems,transactional client-server cache consistency : alternatives and performance,"michael j. carey , markos zaharioudakis","michael j. franklin , michael j. carey , miron livny",sigmod conference,acm transactions on database systems ( tods ),1997,1997
enhancing external consistency in real-time transactions,transactional client-server cache consistency : alternatives and performance,"shing-shan peng , kwei-jay lin","michael j. franklin , michael j. carey , miron livny",sigmod record,acm transactions on database systems ( tods ),1996,1997
transaction chopping : algorithms and performance studies,transactional client-server cache consistency : alternatives and performance,"dennis shasha , eric simon , patrick valduriez , françois llirbat","michael j. franklin , michael j. carey , miron livny",acm trans . database syst .,acm transactions on database systems ( tods ),1995,1997
e.piphany epicenter technology overview,e.piphany epicenter technology overview,sridhar ramaswamy,sridhar ramaswamy,vldb,very large data bases,2000,2000
an overview of repository technology,e.piphany epicenter technology overview,"philip a. bernstein , umeshwar dayal",sridhar ramaswamy,vldb,very large data bases,1994,2000
safe and efficient sharing of persistent objects in thor,safe and efficient sharing of persistent objects in thor,"atul adya , liuba shrira , miguel castro , robert gruber , andrew c. myers , barbara liskov , umesh maheshwari , sanjay ghemawat , mark day","b. liskov , a. adya , m. castro , s. ghemawat , r. gruber , u. maheshwari , a. c. myers , m. day , l. shrira",sigmod conference,international conference on management of data,1996,1996
semantic assumptions and query evaluation in temporal databases,query evaluation in deductive databases with alternating fixpoint semantics,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",weidong chen,sigmod conference,acm transactions on database systems ( tods ),1995,1995
space optimization in deductive databases,query evaluation in deductive databases with alternating fixpoint semantics,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",weidong chen,acm trans . database syst .,acm transactions on database systems ( tods ),1995,1995
tail recursion elimination in deductive databases,query evaluation in deductive databases with alternating fixpoint semantics,kenneth a. ross,weidong chen,acm trans . database syst .,acm transactions on database systems ( tods ),1996,1995
query evaluation in deductive databases with alternating fixpoint semantics,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,weidong chen,acm trans . database syst .,acm transactions on database systems ( tods ),1995,1995
semantic assumptions and query evaluation in temporal databases,reordering query execution in tertiary memory databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini","sunita sarawagi , michael stonebraker",sigmod conference,very large data bases,1995,1996
logical and physical versioning in main memory databases,reordering query execution in tertiary memory databases,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan","sunita sarawagi , michael stonebraker",vldb,very large data bases,1997,1996
integrating reliable memory in databases,reordering query execution in tertiary memory databases,"peter m. chen , wee teck ng","sunita sarawagi , michael stonebraker",vldb,very large data bases,1997,1996
reordering query execution in tertiary memory databases,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi","sunita sarawagi , michael stonebraker",vldb,very large data bases,1996,1996
query processing in tertiary memory databases,reordering query execution in tertiary memory databases,sunita sarawagi,"sunita sarawagi , michael stonebraker",vldb,very large data bases,1995,1996
dynamic multi-resource load balancing in parallel database systems,data partitioning and load balancing in parallel disk systems,"robert marek , erhard rahm","peter scheuermann , gerhard weikum , peter zabback",vldb,the vldb journal -- the international journal on very large data bases,1995,1998
managing intra-operator parallelism in parallel database systems,data partitioning and load balancing in parallel disk systems,"david j. dewitt , manish mehta","peter scheuermann , gerhard weikum , peter zabback",vldb,the vldb journal -- the international journal on very large data bases,1995,1998
dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,data partitioning and load balancing in parallel disk systems,"masahisa tamura , masaru kitsuregawa","peter scheuermann , gerhard weikum , peter zabback",vldb,the vldb journal -- the international journal on very large data bases,1999,1998
data partitioning and load balancing in parallel disk systems,data partitioning and load balancing in parallel disk systems,"gerhard weikum , peter zabback , peter scheuermann","peter scheuermann , gerhard weikum , peter zabback",vldb j.,the vldb journal -- the international journal on very large data bases,1998,1998
efficient similarity search for market basket data,m-tree : an efficient access method for similarity search in metric spaces,"alexandros nanopoulos , yannis manolopoulos","paolo ciaccia , marco patella , pavel zezula",vldb j.,very large data bases,2002,1997
m-tree : an efficient access method for similarity search in metric spaces,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella","paolo ciaccia , marco patella , pavel zezula",vldb,very large data bases,1997,1997
efficient geometry-based similarity search of 3d spatial databases,m-tree : an efficient access method for similarity search in metric spaces,daniel a. keim,"paolo ciaccia , marco patella , pavel zezula",sigmod conference,very large data bases,1999,1997
efficient user-adaptable similarity search in large multimedia databases,m-tree : an efficient access method for similarity search in metric spaces,"thomas seidl , hans-peter kriegel","paolo ciaccia , marco patella , pavel zezula",vldb,very large data bases,1997,1997
birch : an efficient data clustering method for very large databases,m-tree : an efficient access method for similarity search in metric spaces,"raghu ramakrishnan , miron livny , tian zhang","paolo ciaccia , marco patella , pavel zezula",sigmod conference,very large data bases,1996,1997
efficient similarity search for market basket data,efficient user-adaptable similarity search in large multimedia databases,"alexandros nanopoulos , yannis manolopoulos","thomas seidl , hans-peter kriegel",vldb j.,very large data bases,2002,1997
supporting efficient multimedia database exploration,efficient user-adaptable similarity search in large multimedia databases,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li","thomas seidl , hans-peter kriegel",vldb j.,very large data bases,2001,1997
fast parallel similarity search in multimedia databases,efficient user-adaptable similarity search in large multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold","thomas seidl , hans-peter kriegel",sigmod conference,very large data bases,1997,1997
adaptable similarity search using non-relevant information,efficient user-adaptable similarity search in large multimedia databases,"t. v. ashwin , rahul gupta , sugata ghosal","thomas seidl , hans-peter kriegel",vldb,very large data bases,2002,1997
efficient geometry-based similarity search of 3d spatial databases,efficient user-adaptable similarity search in large multimedia databases,daniel a. keim,"thomas seidl , hans-peter kriegel",sigmod conference,very large data bases,1999,1997
efficient exploration of large scientific databases,efficient user-adaptable similarity search in large multimedia databases,"gustavo alonso , etzard stolte","thomas seidl , hans-peter kriegel",vldb,very large data bases,2002,1997
efficient similarity search and classification via rank aggregation,efficient user-adaptable similarity search in large multimedia databases,"ravi kumar , d. sivakumar , ronald fagin","thomas seidl , hans-peter kriegel",sigmod conference,very large data bases,2003,1997
efficient similarity search for market basket data,a new method for similarity indexing of market basket data,"alexandros nanopoulos , yannis manolopoulos","charu c. aggarwal , joel l. wolf , philip s. yu",vldb j.,international conference on management of data,2002,1999
efficient similarity search for market basket data,efficient k-nn search on vertically decomposed data,"alexandros nanopoulos , yannis manolopoulos","arjen p. de vries , nikos mamoulis , niels nes , martin kersten",vldb j.,international conference on management of data,2002,2002
efficient k-nn search on vertically decomposed data,efficient k-nn search on vertically decomposed data,"niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries","arjen p. de vries , nikos mamoulis , niels nes , martin kersten",sigmod conference,international conference on management of data,2002,2002
efficient similarity search for market basket data,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos","alexandros nanopoulos , yannis manolopoulos",vldb j.,the vldb journal -- the international journal on very large data bases,2002,2002
m-tree : an efficient access method for similarity search in metric spaces,efficient similarity search for market basket data,"paolo ciaccia , pavel zezula , marco patella","alexandros nanopoulos , yannis manolopoulos",vldb,the vldb journal -- the international journal on very large data bases,1997,2002
efficient geometry-based similarity search of 3d spatial databases,efficient similarity search for market basket data,daniel a. keim,"alexandros nanopoulos , yannis manolopoulos",sigmod conference,the vldb journal -- the international journal on very large data bases,1999,2002
efficient similarity search and classification via rank aggregation,efficient similarity search for market basket data,"ravi kumar , d. sivakumar , ronald fagin","alexandros nanopoulos , yannis manolopoulos",sigmod conference,the vldb journal -- the international journal on very large data bases,2003,2002
efficient k-nn search on vertically decomposed data,efficient similarity search for market basket data,"niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries","alexandros nanopoulos , yannis manolopoulos",sigmod conference,the vldb journal -- the international journal on very large data bases,2002,2002
a new method for similarity indexing of market basket data,efficient similarity search for market basket data,"joel l. wolf , charu c. aggarwal , philip s. yu","alexandros nanopoulos , yannis manolopoulos",sigmod conference,the vldb journal -- the international journal on very large data bases,1999,2002
random i/o scheduling in online tertiary storage systems,random i/o scheduling in online tertiary storage systems,"bruce hillyer , abraham silberschatz","bruce k. hillyer , avi silberschatz",sigmod conference,international conference on management of data,1996,1996
irisnet : an architecture for internet-scale sensing services,irisnet : internet-scale resource-intensive sensor services,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke","amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan",vldb,international conference on management of data,2003,2003
irisnet : internet-scale resource-intensive sensor services,irisnet : internet-scale resource-intensive sensor services,"amol deshpande , suman kumar nath , phillip b. gibbons , srinivasan seshan","amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan",sigmod conference,international conference on management of data,2003,2003
irisnet : an architecture for internet-scale sensing services,architectures for internal web services deployment,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke",oded shmueli,vldb,very large data bases,2003,2001
a conceptual architecture for semantic web enabled web services,architectures for internal web services deployment,"dieter fensel , alexander maedche , christoph bussler",oded shmueli,sigmod record,very large data bases,2002,2001
irisnet : an architecture for internet-scale sensing services,a data warehousing architecture for enabling service provisioning process,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke",yannis kotidis,vldb,very large data bases,2003,2001
a data warehousing architecture for enabling service provisioning process,a data warehousing architecture for enabling service provisioning process,yannis kotidis,yannis kotidis,vldb,very large data bases,2001,2001
data warehouse configuration,expiring data in a warehouse,"timos k. sellis , dimitri theodoratos","hector garcia-molina , wilburt labio , jun yang",vldb,very large data bases,1997,1998
eliminating fuzzy duplicates in data warehouses,expiring data in a warehouse,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri","hector garcia-molina , wilburt labio , jun yang",vldb,very large data bases,2002,1998
knowledge discovery in data warehouses,expiring data in a warehouse,themistoklis palpanas,"hector garcia-molina , wilburt labio , jun yang",sigmod record,very large data bases,2000,1998
issues in developing very large data warehouses,expiring data in a warehouse,"vish jumani , lyman do , david van rossum , pamela drew , wei jin","hector garcia-molina , wilburt labio , jun yang",vldb,very large data bases,1998,1998
expiring data in a warehouse,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina","hector garcia-molina , wilburt labio , jun yang",vldb,very large data bases,1998,1998
terraserver : a spatial data warehouse,expiring data in a warehouse,"donald r. slutz , jim gray , tom barclay","hector garcia-molina , wilburt labio , jun yang",sigmod conference,very large data bases,2000,1998
concurrency in the data warehouse,expiring data in a warehouse,richard taylor,"hector garcia-molina , wilburt labio , jun yang",vldb,very large data bases,2000,1998
maintenance of data cubes and summary tables in a warehouse,expiring data in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick","hector garcia-molina , wilburt labio , jun yang",sigmod conference,very large data bases,1997,1998
data warehouse configuration,data extraction and transformation for the data warehouse,"timos k. sellis , dimitri theodoratos",case squire,vldb,international conference on management of data,1997,1995
automation in information extraction and data integration,data extraction and transformation for the data warehouse,sunita sarawagi,case squire,vldb,international conference on management of data,2002,1995
lineage tracing for general data warehouse transformations,data extraction and transformation for the data warehouse,"yingwei cui , jennifer widom",case squire,vldb,international conference on management of data,2001,1995
concurrency in the data warehouse,data extraction and transformation for the data warehouse,richard taylor,case squire,vldb,international conference on management of data,2000,1995
the whips prototype for data warehouse creation and maintenance,data extraction and transformation for the data warehouse,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom",case squire,sigmod conference,international conference on management of data,1997,1995
tools and transformations - rigorous and otherwise - for practical database design,data extraction and transformation for the data warehouse,"david s. reiner , arnon rosenthal",case squire,acm trans . database syst .,international conference on management of data,1994,1995
materialized view and index selection tool for microsoft sql server 2000,materialized view and index selection tool for microsoft sql server 2000,"vivek r. narasayya , sanjay agrawal , surajit chaudhuri","sanjay agrawal , surajit chaudhuri , vivek narasayya",sigmod conference,international conference on management of data,2001,2001
materialized views selection in a multidimensional database,materialized view and index selection tool for microsoft sql server 2000,"ernest teniente , elena baralis , stefano paraboschi","sanjay agrawal , surajit chaudhuri , vivek narasayya",vldb,international conference on management of data,1997,2001
an efficient cost-driven index selection tool for microsoft sql server,materialized view and index selection tool for microsoft sql server 2000,"surajit chaudhuri , vivek r. narasayya","sanjay agrawal , surajit chaudhuri , vivek narasayya",vldb,international conference on management of data,1997,2001
materialized view and index selection tool for microsoft sql server 2000,microsoft index turning wizard for sql server 7.0,"vivek r. narasayya , sanjay agrawal , surajit chaudhuri","surajit chaudhuri , vivek narasayya",sigmod conference,international conference on management of data,2001,1998
an efficient cost-driven index selection tool for microsoft sql server,microsoft index turning wizard for sql server 7.0,"surajit chaudhuri , vivek r. narasayya","surajit chaudhuri , vivek narasayya",vldb,international conference on management of data,1997,1998
merge replication in microsoft 's sql server 7.0,microsoft index turning wizard for sql server 7.0,brad hammond,"surajit chaudhuri , vivek narasayya",sigmod conference,international conference on management of data,1999,1998
microsoft index tuning wizard for sql server 7.0,microsoft index turning wizard for sql server 7.0,"surajit chaudhuri , vivek r. narasayya","surajit chaudhuri , vivek narasayya",sigmod conference,international conference on management of data,1998,1998
"the new locking , logging , and recovery architecture of microsoft sql server 7.0",microsoft index turning wizard for sql server 7.0,david campbell,"surajit chaudhuri , vivek narasayya",vldb,international conference on management of data,1999,1998
materialized view and index selection tool for microsoft sql server 2000,materialized views selection in a multidimensional database,"vivek r. narasayya , sanjay agrawal , surajit chaudhuri","elena baralis , stefano paraboschi , ernest teniente",sigmod conference,very large data bases,2001,1997
the multidimensional database system rasdaman,materialized views selection in a multidimensional database,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado","elena baralis , stefano paraboschi , ernest teniente",sigmod conference,very large data bases,1998,1997
management of multidimensional discrete data,materialized views selection in a multidimensional database,peter baumann,"elena baralis , stefano paraboschi , ernest teniente",vldb j.,very large data bases,1994,1997
a foundation for multi-dimensional databases,materialized views selection in a multidimensional database,"laks v. s. lakshmanan , marc gyssens","elena baralis , stefano paraboschi , ernest teniente",vldb,very large data bases,1997,1997
optimizing multiple dimensional queries simultaneously in multidimensional databases,materialized views selection in a multidimensional database,"jeffrey xu yu , weifa liang , maria e. orlowska","elena baralis , stefano paraboschi , ernest teniente",vldb j.,very large data bases,2000,1997
materialized views and data warehouses,materialized views selection in a multidimensional database,nick roussopoulos,"elena baralis , stefano paraboschi , ernest teniente",sigmod record,very large data bases,1998,1997
rainbow : mapping-driven xquery processing system,rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ","xin zhang , mukesh mulchandani , steffen christ , brian murphy , elke a. rundensteiner",sigmod conference,international conference on management of data,2002,2002
rainbow : mapping-driven xquery processing system,fact : a learning based web query processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ","songting chen , yanlei diao , hongjun lu , zengping tian",sigmod conference,international conference on management of data,2002,2000
implementing data cubes efficiently,implementing xquery,"anand rajaraman , jeffrey d. ullman , venky harinarayan",paul cotton,sigmod conference,international conference on management of data,1996,2002
implementing xquery 1.0 : the galax experience,implementing xquery,"gargi sur , mary f. fernandez , amélie marian , jérôme siméon , byron choi",paul cotton,vldb,international conference on management of data,2003,2002
implementing xquery,implementing xquery,paul cotton,paul cotton,sigmod conference,international conference on management of data,2002,2002
implementing the spirit of sql-99,implementing xquery,paul brown,paul cotton,sigmod conference,international conference on management of data,1999,2002
implementing data cubes efficiently,computing iceberg queries efficiently,"anand rajaraman , jeffrey d. ullman , venky harinarayan","min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",sigmod conference,very large data bases,1996,1998
computing iceberg queries efficiently,computing iceberg queries efficiently,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang","min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",vldb,very large data bases,1998,1998
generating efficient plans for queries using views,computing iceberg queries efficiently,"chen li , jeffrey d. ullman , foto n. afrati","min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",sigmod conference,very large data bases,2001,1998
discovering web services : an overview,data quality and data cleaning : an overview,vadim draluk,"theodore johnson , tamraparni dasu",vldb,international conference on management of data,2001,2003
combining fuzzy information : an overview,data quality and data cleaning : an overview,ronald fagin,"theodore johnson , tamraparni dasu",sigmod record,international conference on management of data,2002,2003
ajax : an extensible data cleaning tool,data quality and data cleaning : an overview,"daniela florescu , helena galhardas , dennis shasha , eric simon","theodore johnson , tamraparni dasu",sigmod conference,international conference on management of data,2000,2003
discovering web services : an overview,discovering web services : an overview,vadim draluk,vadim draluk,vldb,very large data bases,2001,2001
data quality and data cleaning : an overview,discovering web services : an overview,"theodore johnson , tamraparni dasu",vadim draluk,sigmod conference,very large data bases,2003,2001
discovering web services : an overview,combining fuzzy information : an overview,vadim draluk,ronald fagin,vldb,acm sigmod record,2001,2002
data quality and data cleaning : an overview,combining fuzzy information : an overview,"theodore johnson , tamraparni dasu",ronald fagin,sigmod conference,acm sigmod record,2003,2002
combining fuzzy information : an overview,combining fuzzy information : an overview,ronald fagin,ronald fagin,sigmod record,acm sigmod record,2002,2002
semantic integration in heterogeneous databases using neural networks,integration of heterogeneous databases without common domains using queries based on textual similarity,"chris clifton , wen-syan li",william w. cohen,vldb,international conference on management of data,1994,1998
providing database-like access to the web using queries based on textual similarity,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,william w. cohen,sigmod conference,international conference on management of data,1998,1998
integration of heterogeneous databases without common domains using queries based on textual similarity,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,william w. cohen,sigmod conference,international conference on management of data,1998,1998
semantic integration in heterogeneous databases using neural networks,using semantic values to facilitate interoperability among heterogeneous information systems,"chris clifton , wen-syan li","edward sciore , michael siegel , arnon rosenthal",vldb,acm transactions on database systems ( tods ),1994,1994
querying heterogeneous information sources using source descriptions,using semantic values to facilitate interoperability among heterogeneous information systems,"anand rajaraman , alon y. levy , joann j. ordille","edward sciore , michael siegel , arnon rosenthal",vldb,acm transactions on database systems ( tods ),1996,1994
quality-driven integration of heterogenous information systems,using semantic values to facilitate interoperability among heterogeneous information systems,"johann christoph freytag , felix naumann , ulf leser","edward sciore , michael siegel , arnon rosenthal",vldb,acm transactions on database systems ( tods ),1999,1994
semantic interoperability in global information systems : a brief introduction to the research area and the special section,using semantic values to facilitate interoperability among heterogeneous information systems,"amit p. sheth , aris m. ouksel","edward sciore , michael siegel , arnon rosenthal",sigmod record,acm transactions on database systems ( tods ),1999,1994
parallel database systems in the 1990 's,dynamic multi-resource load balancing in parallel database systems,michael j. carey,"erhard rahm , robert marek",sigmod conference,very large data bases,1994,1995
managing intra-operator parallelism in parallel database systems,dynamic multi-resource load balancing in parallel database systems,"david j. dewitt , manish mehta","erhard rahm , robert marek",vldb,very large data bases,1995,1995
parallel database systems 101,dynamic multi-resource load balancing in parallel database systems,jim gray,"erhard rahm , robert marek",sigmod conference,very large data bases,1995,1995
dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,dynamic multi-resource load balancing in parallel database systems,"masahisa tamura , masaru kitsuregawa","erhard rahm , robert marek",vldb,very large data bases,1999,1995
towards self-tuning data placement in parallel database systems,dynamic multi-resource load balancing in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa","erhard rahm , robert marek",sigmod conference,very large data bases,2000,1995
data partitioning and load balancing in parallel disk systems,dynamic multi-resource load balancing in parallel database systems,"gerhard weikum , peter zabback , peter scheuermann","erhard rahm , robert marek",vldb j.,very large data bases,1998,1995
paradise : a database system for gis applications,gigascope : a stream database for network applications,paradise team,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",sigmod conference,international conference on management of data,1995,2003
acdn : a content delivery network for applications,gigascope : a stream database for network applications,"michael rabinovich , pradnya karbhari , fred douglis , zhen xiao","chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",sigmod conference,international conference on management of data,2002,2003
dbcache : database caching for web application servers,gigascope : a stream database for network applications,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay","chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",sigmod conference,international conference on management of data,2002,2003
tribeca : a stream database manager for network traffic analysis,gigascope : a stream database for network applications,mark sullivan,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",vldb,international conference on management of data,1996,2003
paradise : a database system for gis applications,infosphere project : system support for information flow applications,paradise team,"calton pu , karsten schwan , jonathan walpole",sigmod conference,acm sigmod record,1995,2001
