ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1858,1095,the changing landscape of the software industry and its implications for india,the changing landscape of the software industry and its implications for india,umang gupta,umang gupta,vldb,very large data bases,1996,1996,1
1204,1192,semantic and schematic similarities between database objects : a context-based approach,semantic and schematic similarities between database objects : a context-based approach,"vipul kashyap , amit p. sheth","vipul kashyap , amit sheth",vldb j.,the vldb journal -- the international journal on very large data bases,1996,1996,1
1104,1561,an introduction to remy 's fast polymorphic record projection,an introduction to remy 's fast polymorphic record projection,limsoon wong,limsoon wong,sigmod record,acm sigmod record,1995,1995,1
1113,699,covering indexes for xml queries : bisimulation - simulation = negation,covering indexes for branching path queries,prakash ramanan,"raghav kaushik , philip bohannon , jeffrey f naughton , henry f korth",vldb,international conference on management of data,2003,2002,0
2344,63,computing capabilities of mediators,computing capabilities of mediators,"chen li , ramana yerneni , jeffrey d. ullman , hector garcia-molina","ramana yerneni , chen li , hector garcia-molina , jeffrey ullman",sigmod conference,international conference on management of data,1999,1999,1
2145,635,a language for manipulating arrays,the power of languages for the manipulation of complex values,"arunprasad p. marathe , kenneth salem","serge abiteboul , catriel beeri",vldb,the vldb journal -- the international journal on very large data bases,1997,1995,0
2455,487,on database theory and xml,on views and xml,dan suciu,serge abiteboul,sigmod record,acm sigmod record,2001,1999,0
2312,487,on views and xml,on views and xml,serge abiteboul,serge abiteboul,sigmod record,acm sigmod record,1999,1999,1
2361,1931,temporal queries in olap,range queries in olap data cubes,"alberto o. mendelzon , alejandro a. vaisman","ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",vldb,international conference on management of data,2000,1997,0
261,1931,range queries in olap data cubes,range queries in olap data cubes,"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant","ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",sigmod conference,international conference on management of data,1997,1997,1
1822,1760,where will object techonology drive data administration ?,where will object technology drive data administration ?,arnon rosenthal,arnon rosenthal,sigmod record,acm sigmod record,1998,1998,1
1130,1241,picodbms : validation and experience,picodbms : validation and experience,"philippe pucheral , christophe bobineau , luc bouganim , patrick valduriez , nicolas anciaux","nicolas anciaux , christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",vldb,very large data bases,2001,2001,1
1077,55,client-site query extensions,client-site query extensions,"praveen seshadri , tobias mayr","tobias mayr , praveen seshadri",sigmod conference,international conference on management of data,1999,1999,1
1864,2088,containment join size estimation : models and methods,containment join size estimation : models and methods,"haifeng jiang , hongjun lu , wei wang , jeffrey xu yu","wei wang , haifeng jiang , hongjun lu , jeffrey xu yu",sigmod conference,international conference on management of data,2003,2003,1
2055,519,foundations of statistical natural language processing - book review,foundations of statistical natural language processing,gerhard weikum,gerhard weikum,sigmod record,acm sigmod record,2002,2002,1
2557,1368,the 3w model and algebra for unified data mining,the 3w model and algebra for unified data mining,"laks v. s. lakshmanan , raymond t. ng , theodore johnson","theodore johnson , laks v. s. lakshmanan , raymond t. ng",vldb,very large data bases,2000,2000,1
431,1078,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","using taxonomy , discriminants , and signatures for navigating in text databases","prabhakar raghavan , byron dom , rakesh agrawal , soumen chakrabarti","soumen chakrabarti , byron dom , rakesh agrawal , prabhakar raghavan",vldb j.,very large data bases,1998,1997,0
2105,697,accelerating xpath location steps,accelerating xpath location steps,torsten grust,torsten grust,sigmod conference,international conference on management of data,2002,2002,1
1429,1646,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach",fine-grained sharing in a page server oodbms,"michael j. carey , michael j. franklin , markos zaharioudakis","michael j. carey , michael j. franklin , markos zaharioudakis",acm trans . database syst .,international conference on management of data,1997,1994,0
641,1043,how system 11 sql server became fast,how system 11 sql server became fast,t. k. rengarajan,t. k. rengarajan,vldb,very large data bases,1996,1996,1
1694,313,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"florian krebs , christian böhm , bernhard braunmüller , hans-peter kriegel","christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel",sigmod conference,international conference on management of data,2001,2001,1
2265,2224,an environmental sensor network to determine drinking water quality and security,an environmental sensor network to determine drinking water quality and security,"jeanne vanbriesen , paul s. fischbeck , christos faloutsos , anastassia ailamaki , mitchell j. small","anastassia ailamaki , christos faloutos , paul s. fischbeck , mitchell j. small , jeanne vanbriesen",sigmod record,acm sigmod record,2003,2003,1
2159,21,the microsoft repository,versions and workspaces in microsoft repository,"david shutt , jason zander , brian harry , paul sanders , philip a. bernstein","thomas bergstraesser , philip a. bernstein , shankar pal , david shutt",vldb,international conference on management of data,1997,1999,0
2166,1414,alias : an active learning led interactive deduplication system,potter 's wheel : an interactive data cleaning system,"anuradha bhamidipaty , sunita sarawagi , chandra mouli , alok kirpal","vijayshankar raman , joseph m. hellerstein",vldb,very large data bases,2002,2001,0
511,483,beyond document similarity : understanding value-based search and browsing technologies,beyond document similarity : understanding value-based search and browsing technologies,"gerard rodríguez-mulà , andreas paepcke , junghoo cho , hector garcia-molina","andreas paepcke , hector garcia-molina , gerard rodriguez-mula , junghoo cho",sigmod record,acm sigmod record,2000,2000,1
2106,2281,indexing multiple sets,indexing multiple sets,"christoph kilger , guido moerkotte","christoph kilger , guido moerkotte",vldb,very large data bases,1994,1994,1
1502,206,a comparison of selectivity estimators for range queries on metric attributes,a comparison of selectivity estimators for range queries on metric attributes,"bernhard seeger , björn blohsfeld , dieter korus","bj &#246; rn blohsfeld , dieter korus , bernhard seeger",sigmod conference,international conference on management of data,1999,1999,1
1826,1034,implementing abstract objects with inheritance in datalogneg,implementing abstract objects with inheritance in datalogneg,hasan m. jamil,hasan m. jamil,vldb,very large data bases,1997,1997,1
1200,115,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi herrera-joancomartí","josep domingo-ferrer , jordi herrera-joancomart &#237;",sigmod record,acm sigmod record,1998,1998,1
2307,1942,a normal form for precisely characterizing redundancy in nested relations,a normal form for precisely characterizing redundancy in nested relations,"yiu-kai ng , david w. embley , wai yin mok","wai yin mok , yiu-kai ng , david w. embley",acm trans . database syst .,acm transactions on database systems ( tods ),1996,1996,1
655,319,adaptive precision setting for cached approximate values,adaptive precision setting for cached approximate values,"boon thau loo , jennifer widom , chris olston","chris olston , boon thau loo , jennifer widom",sigmod conference,international conference on management of data,2001,2001,1
1012,2167,"ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )","ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )",egbert-jan sol,egbert-jan sol,vldb,very large data bases,2001,2001,1
421,2206,"review of data on the web : from relational to semistructured data and xml by serge abiteboul , peter buneman , and dan suciu . morgan kaufmann 1999","review of data on the web : from relational to semistructured data and xml by serge abiteboul , peter buneman , and dan suciu . morgan kaufmann 1999 .","fernando berzal galiano , nicolás marín","fernando berzal , nicol &#225; s mar &#237; n",sigmod record,acm sigmod record,2003,2003,1
1728,691,optimal histograms with quality guarantees,workflow management with service quality guarantees,"s. muthukrishnan , h. v. jagadish , kenneth c. sevcik , torsten suel , nick koudas , viswanath poosala","michael gillmann , gerhard weikum , wolfgang wonner",vldb,international conference on management of data,1998,2002,0
1589,691,workflow management with service quality guarantees,workflow management with service quality guarantees,"wolfgang wonner , gerhard weikum , michael gillmann","michael gillmann , gerhard weikum , wolfgang wonner",sigmod conference,international conference on management of data,2002,2002,1
315,1411,"declarative data cleaning : language , model , and algorithms","declarative data cleaning : language , model , and algorithms","daniela florescu , cristian-augustin saita , eric simon , dennis shasha , helena galhardas","helena galhardas , daniela florescu , dennis shasha , eric simon , cristian-augustin saita",vldb,very large data bases,2001,2001,1
1222,392,application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),application architecture ( panel session ) : 2tier or 3tier ? what is dbms 's role ?,anil nori,anil k. nori,sigmod conference,international conference on management of data,2000,2000,1
1464,2068,xml schema,xml schema,"jim melton , charles e. campbell , andrew eisenberg","charles e. campbell , andrew eisenberg , jim melton",sigmod record,acm sigmod record,2003,2003,1
1493,2251,providing dynamic security control in a federated database,providing dynamic security control in a federated database,"r. f. churchhouse , w. a. gray , n. b. idris","n. b. idris , w. a. gray , r. f. churchhouse",vldb,very large data bases,1994,1994,1
2102,967,querying continuous time sequences,querying continuous time sequences,"tore risch , ling lin","ling lin , tore risch",vldb,very large data bases,1998,1998,1
1525,1810,dynamic itemset counting and implication rules for market basket data,dynamic itemset counting and implication rules for market basket data,"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman","sergey brin , rajeev motwani , jeffrey d. ullman , shalom tsur",sigmod conference,international conference on management of data,1997,1997,1
1974,468,iceberg-cube computation with pc clusters,iceberg-cube computation with pc clusters,"yu yin , raymond t. ng , alan s. wagner","raymond t. ng , alan wagner , yu yin",sigmod conference,international conference on management of data,2001,2001,1
586,1062,managing business processes via workflow technology,managing business processes via workflow technology,frank leymann,frank leymann,vldb,very large data bases,2001,2001,1
520,180,are we working on the right problems ? ( panel ),are we working on the right problems ? ( panel ),michael stonebraker,michael stonebraker,sigmod conference,international conference on management of data,1998,1998,1
1862,854,loading a cache with query results,loading a cache with query results,"ioana ursu , donald kossmann , laura m. haas","laura m. haas , donald kossmann , ioana ursu",vldb,very large data bases,1999,1999,1
1589,999,workflow management with service quality guarantees,optimal histograms with quality guarantees,"wolfgang wonner , gerhard weikum , michael gillmann","h. v. jagadish , nick koudas , s. muthukrishnan , viswanath poosala , kenneth c. sevcik , torsten suel",sigmod conference,very large data bases,2002,1998,0
126,1319,a modified random perturbation method for database security,a modified random perturbation method for database security,"norman s. matloff , patrick tendick","patrick tendick , norman matloff",acm trans . database syst .,acm transactions on database systems ( tods ),1994,1994,1
1860,1504,the spiffi scalable video-on-demand system,the spiffi scalable video-on-demand system,"craig s. freedman , david j. dewitt","craig s. freedman , david j. dewitt",sigmod conference,international conference on management of data,1995,1995,1
654,2292,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002","review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002 .",alexander a. anisimov,alexander a. anisimov,sigmod record,acm sigmod record,2003,2003,1
207,1054,clustering techniques for minimizing external path length,clustering techniques for minimizing external path length,"a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri","a. a. diwan , sanjeeva rane , s. seshadri , s. sudarshan",vldb,very large data bases,1996,1996,1
2223,203,self-tuning histograms : building histograms without looking at data,self-tuning histograms : building histograms without looking at data,"surajit chaudhuri , ashraf aboulnaga","ashraf aboulnaga , surajit chaudhuri",sigmod conference,international conference on management of data,1999,1999,1
108,2252,removing permissions in the flexible authorization framework,removing permissions in the flexible authorization framework,"åsa hagström , duminda wijesekera , francesco parisi-presicce , sushil jajodia","duminda wijesekera , sushil jajodia , francesco parisi-presicce , &#197; sa hagstr &#246; m",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003,1
730,741,data warehousing and business intelligence for e-commerce - book review,data warehousing and business intelligence for e-commerce : by alan r. simon & steven l. shaffer,frank g. goethals,frank g. goethals,sigmod record,acm sigmod record,2002,2002,1
1861,1421,hilbert r-tree : an improved r-tree using fractals,hilbert r-tree : an improved r-tree using fractals,"ibrahim kamel , christos faloutsos","ibrahim kamel , christos faloutsos",vldb,very large data bases,1994,1994,1
929,2233,client-server paradise,client-server paradise,"jignesh m. patel , jie-bing yu , navin kabra , david j. dewitt , jun luo","david j. dewitt , navin kabra , jun luo , jignesh m. patel , jie-bing yu",vldb,very large data bases,1994,1994,1
544,1658,the third manifesto,the third manifesto,"c. j. date , hugh darwen","hugh darwen , c. j. date",sigmod record,acm sigmod record,1995,1995,1
2193,1332,a formal perspective on the view selection problem,a formal perspective on the view selection problem,"dan suciu , rada chirkova , alon y. halevy","rada chirkova , alon y. halevy , dan suciu",vldb,very large data bases,2001,2001,1
524,1224,the lham log-structured history data access method,the lham log-structured history data access method,"gerhard weikum , patrick e. o'neil , peter muth , achim pick","peter muth , patrick o'neil , achim pick , gerhard weikum",vldb j.,the vldb journal -- the international journal on very large data bases,2000,2000,1
2442,1022,massive stochastic testing of sql,massive stochastic testing of sql,donald r. slutz,donald r. slutz,vldb,very large data bases,1998,1998,1
1824,32,bringing object-relational technology to mainstream,bringing object-relational technology to the mainstream,"anil nori , vishu krishnamurthy , sandeepan banerjee","vishu krishnamurthy , sandeepan banerjee , anil nori",sigmod conference,international conference on management of data,1999,1999,1
1987,532,searching for dependencies at multiple abstraction levels,searching for dependencies at multiple abstraction levels,"jef wijsen , toon calders , raymond t. ng","toon calders , raymond t. ng , jef wijsen",acm trans . database syst .,acm transactions on database systems ( tods ),2002,2002,1
281,2094,statistical schema matching across web query interfaces,statistical schema matching across web query interfaces,"bin he , kevin chen-chuan chang","bin he , kevin chen-chuan chang",sigmod conference,international conference on management of data,2003,2003,1
2429,436,maintenance of automatic summary tables,maintenance of cube automatic summary tables,"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane","wolfgang lehner , richard sidle , hamid pirahesh , roberta wolfgang cochrane",sigmod conference,international conference on management of data,2000,2000,1
1284,436,answering complex sql queries using automatic summary tables,maintenance of cube automatic summary tables,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis","wolfgang lehner , richard sidle , hamid pirahesh , roberta wolfgang cochrane",sigmod conference,international conference on management of data,2000,2000,0
277,363,will database researchers have any role in data security ? ( panel abstract ),will database researchers have any role in data security ? ( panel session ),arnon rosenthal,"arnon rosenthal , klaus dittrich , jim donahue , bill maimone",sigmod conference,international conference on management of data,2001,2001,1
1952,2018,rolex : relational on-line exchange with xml,rolex : relational on-line exchange with xml,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly","philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",sigmod conference,international conference on management of data,2003,2003,1
1085,2018,agora : living with xml and relational,rolex : relational on-line exchange with xml,"daniela florescu , donald kossmann , dan olteanu , ioana manolescu , florian xhumari","philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",vldb,international conference on management of data,2000,2003,0
1952,892,rolex : relational on-line exchange with xml,agora : living with xml and relational,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly","ioana manolescu , daniela florescu , donald kossmann , florian xhumari , dan olteanu",sigmod conference,very large data bases,2003,2000,0
584,396,sqlem : fast clustering in sql using the em algorithm,sqlem : fast clustering in sql using the em algorithm,"paul cereghini , carlos ordonez","carlos ordonez , paul cereghini",sigmod conference,international conference on management of data,2000,2000,1
2180,852,comparing hierarchical data in external memory,comparing hierarchical data in external memory,sudarshan s. chawathe,sudarshan s. chawathe,vldb,very large data bases,1999,1999,1
547,2222,the cougar project : a work-in-progress report,the cougar project : a work-in-progress report,"agathoniki trigoni , rajmohan rajaraman , alan j. demers , yong yao , johannes gehrke","alan demers , johannes gehrke , rajmohan rajaraman , niki trigoni , yong yao",sigmod record,acm sigmod record,2003,2003,1
2321,1175,dictionary-based order-preserving string compression,dictionary-based order-preserving string compression,gennady antoshenkov,gennady antoshenkov,vldb j.,the vldb journal -- the international journal on very large data bases,1997,1997,1
521,2139,"ordering information , conference organizers , program committees , additional reviewers , additional demonstrations reviewers , sponsors , vldb endowment , preface , foreword","ordering information , conference organizers , program committees , additional reviewers , additional demonstrations reviewers , sponsors , vldb endowment , preface , foreword",?,,vldb,very large data bases,2000,2000,1
1782,54,fast computation of sparse datacubes,bottom-up computation of sparse and iceberg cube,"divesh srivastava , kenneth a. ross","kevin beyer , raghu ramakrishnan",vldb,international conference on management of data,1997,1999,0
290,54,efficient computation of iceberg cubes with complex measures,bottom-up computation of sparse and iceberg cube,"guozhu dong , jian pei , jiawei han , ke wang","kevin beyer , raghu ramakrishnan",sigmod conference,international conference on management of data,2001,1999,0
1782,942,fast computation of sparse datacubes,fast computation of sparse datacubes,"divesh srivastava , kenneth a. ross","kenneth a. ross , divesh srivastava",vldb,very large data bases,1997,1997,1
1776,408,towards data mining benchmarking : a testbed for performance study of frequent pattern mining,towards data mining benchmarking : a test bed for performance study of frequent pattern mining,"hua zhu , kan hu , jian pei , runying mao","jian pei , runying mao , kan hu , hua zhu",sigmod conference,international conference on management of data,2000,2000,1
643,698,apex : an adaptive path index for xml data,apex : an adaptive path index for xml data,"chin-wan chung , kyuseok shim , jun-ki min","chin-wan chung , jun-ki min , kyuseok shim",sigmod conference,international conference on management of data,2002,2002,1
1585,748,from ternary relationship to relational tables : a case against common beliefs,from ternary relationship to relational tables : a case against common beliefs,rafael camps,rafael camps par &#233;,sigmod record,acm sigmod record,2002,2002,1
2278,1985,changing the rules : transformations for rule-based optimizers,rule languages and internal algebras for rule-based optimizers,"mitch cherniack , stanley b. zdonik","mitch cherniack , stanley b. zdonik",sigmod conference,international conference on management of data,1998,1996,0
1522,2065,peer-to-peer : harnessing the power of disruptive technologies,peer-to-peer : harnessing the power of disruptive technologies,mario a. nascimento,mario a. nascimento,sigmod record,acm sigmod record,2003,2003,1
2079,666,conceptual modeling and specification generation for b2b business process based on ebxml,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,hyoungdo kim,sigmod record,acm sigmod record,2002,2002,1
551,168,the pointcast network,the pointcast network ( abstract ),"vibha dayal , satish ramakrishnan","satish ramakrishnan , vibha dayal",sigmod conference,international conference on management of data,1998,1998,1
505,1788,reusing invariants : a new strategy for correlated queries,reusing invariants : a new strategy for correlated queries,"jun rao , kenneth a. ross","jun rao , kenneth a. ross",sigmod conference,international conference on management of data,1998,1998,1
1402,2005,a comprehensive xquery to sql translation using dynamic interval encoding,a comprehensive xquery to sql translation using dynamic interval encoding,"m. tamer özsu , david toman , mariano p. consens , david dehaan","david dehaan , david toman , mariano p. consens , m. tamer &#214; zsu",sigmod conference,international conference on management of data,2003,2003,1
1781,784,building light-weight wrappers for legacy web data-sources using w4f,building light-weight wrappers for legacy web data-sources using w4f,"arnaud sahuguet , fabien azavant","arnaud sahuguet , fabien azavant",vldb,very large data bases,1999,1999,1
1212,2103,xml-enabled workflow management for e-services across heterogeneous platforms,xml-enabled workflow management for e-services across heterogeneous platforms,"michael gillmann , german shegalov , gerhard weikum","german shegalov , michael gillmann , gerhard weikum",vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001,1
483,977,starting ( and sometimes ending ) a database company,starting ( and sometimes ending ) a database company,jack a. orenstein,jack a. orenstein,vldb,very large data bases,1998,1998,1
1272,2177,a new approach to developing and implementing eager database replication protocols,a requirement-based approach to data modeling and re-engineering,"gustavo alonso , bettina kemme","alice h. muntz , christian t. ramiller",acm trans . database syst .,very large data bases,2000,1994,0
1070,1039,adaptive data broadcast in hybrid networks,adaptive data broadcast in hybrid networks,"konstantinos stathatos , john s. baras , nick roussopoulos","konstantinos stathatos , nick roussopoulos , john s. baras",vldb,very large data bases,1997,1997,1
1726,1509,reducing multidatabase query response time by tree balancing,reducing multidatabase query response time by tree balancing,"weimin du , ming-chien shan , umeshwar dayal","weimin du , ming-chien shan , umeshwar dayal",sigmod conference,international conference on management of data,1995,1995,1
1426,1727,quickly generating billion-record synthetic databases,quickly generating billion-record synthetic databases,"susanne englert , jim gray , kenneth baclawski , peter j. weinberger , prakash sundaresan","jim gray , prakash sundaresan , susanne englert , ken baclawski , peter j. weinberger",sigmod conference,international conference on management of data,1994,1994,1
98,1908,new programs at darpa and nsf,new programs at darpa and nsf,xiaolei qian,xiolai qian,sigmod record,acm sigmod record,1996,1996,1
1371,1776,your mediators need data conversion !,your mediators need data conversion !,"sophie cluet , katarzyna smaga , jérôme siméon , claude delobel","sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga",sigmod conference,international conference on management of data,1998,1998,1
2579,1844,the distributed information search component ( disco ) and the world wide web,the distributed information search component ( disco ) and the world wide web,"olga kapitskaia , philippe bonnet , hubert naacke , anthony tomasic , louiqa raschid , rémy amouroux","anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid",sigmod conference,international conference on management of data,1997,1997,1
1575,1314,the propel distributed services platform,the propel distributed services platform,"runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan","michael j. carey , steve kirsch , mary roth , bert van der linden , nicolas adiba , michael blow , daniela florescu , david li , ivan oprencak , rajendra panwar , runping qi , david rieber , john c. shafer , brian sterling , tolga urhan , brian vickery , dan wineman , kuan yee",vldb,very large data bases,2001,2001,1
442,423,finding replicated web collections,finding replicated web collections,"narayanan shivakumar , junghoo cho , hector garcia-molina","junghoo cho , narayanan shivakumar , hector garcia-molina",sigmod conference,international conference on management of data,2000,2000,1
65,1357,a database perspective on lotus domino/notes,evolution of groupware for business applications : a database perspective on lotus domino/notes,c. mohan,"c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis",sigmod conference,very large data bases,1999,2000,0
1699,257,data-driven understanding and refinement of schema mappings,data-driven understanding and refinement of schema mappings,"laura m. haas , ling-ling yan , ronald fagin , renée j. miller","ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin",sigmod conference,international conference on management of data,2001,2001,1
1680,1786,rule languages and internal algebras for rule-based optimizers,changing the rules : transformations for rule-based optimizers,"mitch cherniack , stanley b. zdonik","mitch cherniack , stan zdonik",sigmod conference,international conference on management of data,1996,1998,0
1036,1711,automatic generation of production rules for integrity maintenance,automatic generation of production rules for integrity maintenance,"letizia tanca , stefano ceri , piero fraternali , stefano paraboschi","stefano ceri , piero fraternali , stefano paraboschi , letizia tanca",acm trans . database syst .,acm transactions on database systems ( tods ),1994,1994,1
2611,1237,a simple algorithm for finding frequent elements in streams and bags,a simple algorithm for finding frequent elements in streams and bags,"scott shenker , christos h. papadimitriou , richard m. karp","richard m. karp , scott shenker , christos h. papadimitriou",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003,1
298,953,principles of optimally placing data in tertiary storage libraries,principles of optimally placing data in tertiary storage libraries,"fenia zioga , peter triantafillou , stavros christodoulakis","stavros christodoulakis , peter triantafillou , fenia zioga",vldb,very large data bases,1997,1997,1
1490,1851,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )","lessons from wall street : case studies in configuration , tuning , and distribution",dennis shasha,dennis shasha,sigmod conference,international conference on management of data,1997,1997,1
282,1255,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"jen-wen ding , yueh-min huang , shiao-li tsao","yueh-min huang , jen-wen ding , shiao-li tsao",vldb j.,the vldb journal -- the international journal on very large data bases,1999,1999,1
1659,2244,the medusa project : autonomous data management in a shared-nothing parallel database machine,the piazza peer data management project,"george m. bryan , j. geyer , wayne e. moore , b. j. curry , k. w. lodge","igor tatarinov , zachary ives , jayant madhavan , alon halevy , dan suciu , nilesh dalvi , xin ( luna ) dong , yana kadiyska , gerome miklau , peter mork",sigmod conference,acm sigmod record,1994,2003,0
608,2229,content-based image indexing,content-based image indexing,tzi-cker chiueh,tzi-cker chiueh,vldb,very large data bases,1994,1994,1
429,1364,panel : is generic metadata management feasible ?,panel : is generic metadata management feasible ?,"gio wiederhold , erhard rahm , matthias jarke , laura m. haas , philip a. bernstein","philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",vldb,very large data bases,2000,2000,1
458,2118,a bayesian decision model for cost optimal record matching,a bayesian decision model for cost optimal record matching,"george v. moustakides , vassilios s. verykios , mohamed g. elfeky","v. s. verykios , g. v. moustakides , m. g. elfeky",vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003,1
1804,2162,informix-online xps : a dynamically scalable rdbms for open parallel platforms,informix-online xps : a dynamically scalable rdbms for open parallel platforms,hannes spintzik,hannes spintzik,vldb,very large data bases,1995,1995,1
104,2174,path sharing and predicate evaluation for high-performance xml filtering,path sharing and predicate evaluation for high-performance xml filtering,"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel","yanlei diao , mehmet altinel , michael j. franklin , hao zhang , peter fischer",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003,1
780,1811,high-performance sorting on networks of workstations,high-performance sorting on networks of workstations,"david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau","andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson",sigmod conference,international conference on management of data,1997,1997,1
415,1468,sampling-based estimation of the number of distinct values of an attribute,sampling-based estimation of the number of distinct values of an attribute,"peter j. haas , lynne stokes , s. seshadri , jeffrey f. naughton","peter j. haas , jeffrey f. naughton , s. seshadri , lynne stokes",vldb,very large data bases,1995,1995,1
2247,1608,mobile computing and databases : anything new ?,mobile computing and databases : anything new ?,"margaret h. dunham , abdelsalam helal","margaret h. dunham , abdelsalam helal",sigmod record,acm sigmod record,1995,1995,1
91,1328,"business process coordination : state of the art , trends , and open issues","business process coordination : state of the art , trends , and open issues","meichun hsu , rivka ladin , umeshwar dayal","umeshwar dayal , meichun hsu , rivka ladin",vldb,very large data bases,2001,2001,1
1081,1980,goal-oriented buffer management revisited,goal-oriented buffer management revisited,"kurt p. brown , michael j. carey , miron livny","kurt p. brown , michael j. carey , miron livny",sigmod conference,international conference on management of data,1996,1996,1
599,987,the drill down benchmark,the drill down benchmark,"peter a. boncz , tim rühl , fred kwakkel","peter a. boncz , tim r &#252; hl , fred kwakkel",vldb,very large data bases,1998,1998,1
1518,1917,a consumer viewpoint on mediator languages - a proposal for a standard,a consumer viewpoint on mediator languages-a proposal for a standard,"eric hughes , leonard j. seligman , arnon rosenthal , scott renner","arnon rosenthal , erich hughes , scott renner , len seligman",sigmod record,acm sigmod record,1997,1997,1
2431,1917,mediator languages - a proposal for a standard,a consumer viewpoint on mediator languages-a proposal for a standard,"peter buneman , louiqa raschid , jeffrey d. ullman","arnon rosenthal , erich hughes , scott renner , len seligman",sigmod record,acm sigmod record,1997,1997,0
1236,660,the xml typechecking problem,the xml typechecking problem,dan suciu,dan suciu,sigmod record,acm sigmod record,2002,2002,1
250,812,generalised hash teams for join and group-by,generalised hash teams for join and group-by,"donald kossmann , alfons kemper , christian wiesner","alfons kemper , donald kossmann , christian wiesner",vldb,very large data bases,1999,1999,1
1827,713,"commix : towards effective web information extraction , integration and query answering","commix : towards effective web information extraction , integration and query answering","jun gao , jian pei , tengjiao wang , shiwei tang , yuqing wu , dongqing yang","tengjiao wang , shiwei tang , dongqing yang , jun gao , yuqing wu , jian pei",sigmod conference,international conference on management of data,2002,2002,1
1666,1158,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,"karl aberer , xiaoya yang , klemens böhm , erich j. neuhold","klemens b &#246; hm , karl aberer , erich j. neuhold , xiaoya yang",vldb j.,the vldb journal -- the international journal on very large data bases,1997,1997,1
1851,1734,loading databases using dataflow parallelism,loading databases using dataflow parallelism,"prakash sundaresan , jim gray , robert barnes , tom barclay","tom barclay , robert barnes , jim gray , prakash sundaresan",sigmod record,acm sigmod record,1994,1994,1
1266,2142,in cyber space no one can hear you scream,in cyber space no one can hear you scream,chris pound,chris pound,vldb,very large data bases,1999,1999,1
