ltable_id,rtable_id,ltable_name,rtable_name,ltable_addr,rtable_addr,ltable_city,rtable_city,ltable_phone,rtable_phone,ltable_type,rtable_type,ltable_class,rtable_class,label
429,286,bistro,` coyote cafe ( las vegas ) ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7349,continental,southwestern,429,68,0
438,286,'em press court ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-891-7349,asian,southwestern,438,68,0
67,286,` chin \ 's ',` coyote cafe ( las vegas ) ',' 3200 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-891-7349,asian,southwestern,67,68,0
433,286,` cafe roma ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7349,` coffee shops/diners ',southwestern,433,68,0
72,286,` steak house ',` coyote cafe ( las vegas ) ',' 2880 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-891-7349,` steak houses ',southwestern,72,68,0
424,286,` bally \ 's big kitchen ',` coyote cafe ( las vegas ) ',' 3645 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-891-7349,buffets,southwestern,424,68,0
70,286,` palace court ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7349,continental,southwestern,70,68,0
449,136,` the bacchanal ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-369-6300,` only in las vegas ',californian,449,670,0
448,136,` ralph \ 's diner ',` spago ( las vegas ) ',' 3000 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-369-6300,` coffee shops/diners ',californian,448,670,0
446,136,mikado,` spago ( las vegas ) ',' 3400 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-369-6300,asian,californian,446,670,0
438,136,'em press court ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-369-6300,asian,californian,438,670,0
433,136,` cafe roma ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-369-6300,` coffee shops/diners ',californian,433,670,0
72,136,` steak house ',` spago ( las vegas ) ',' 2880 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-369-6300,` steak houses ',californian,72,670,0
159,219,posto,` art \ 's deli ',' 14928 ventura blvd. ',' 12224 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-762-1221,italian,delis,156,1,0
3,219,` cafe bizou ',` art \ 's deli ',' 14016 ventura blvd. ',' 12224 ventura blvd. ',` sherman oaks ',` studio city ',818/788 -3536,818-762-1221,french,delis,3,1,0
1,219,` art \ 's delicatessen ',` art \ 's deli ',' 12224 ventura blvd. ',' 12224 ventura blvd. ',` studio city ',` studio city ',818/762 -1221,818-762-1221,american,delis,1,1,1
159,236,posto,` pinot bistro ',' 14928 ventura blvd. ',' 12969 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-990-0500,italian,` french bistro ',156,18,0
1,236,` art \ 's delicatessen ',` pinot bistro ',' 12224 ventura blvd. ',' 12969 ventura blvd. ',` studio city ',` studio city ',818/762 -1221,818-990-0500,american,` french bistro ',1,18,0
423,124,` antonio \ 's ',` buzio \ 's in the rio ',' 3700 w. flamingo ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7737,702-252-7697,italian,seafood,423,658,0
435,124,` carnival world ',` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7777,702-252-7697,buffets,seafood,435,658,0
432,124,` cafe michelle ',` buzio \ 's in the rio ',' 1350 e. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/735 -8686,702-252-7697,american,seafood,432,658,0
425,124,` bamboo garden ',` buzio \ 's in the rio ',' 4850 flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/871 -3262,702-252-7697,asian,seafood,425,658,0
451,124,` viva mercado \ 's ',` buzio \ 's in the rio ',' 6182 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/871 -8826,702-252-7697,mexican,seafood,451,658,0
423,126,` antonio \ 's ',` fiore rotisserie & grille ',' 3700 w. flamingo ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7737,702-252-7702,italian,italian,423,660,0
435,126,` carnival world ',` fiore rotisserie & grille ',' 3700 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7777,702-252-7702,buffets,italian,435,660,0
73,126,tillerman,` fiore rotisserie & grille ',' 2245 e. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/731 -4036,702-252-7702,seafood,italian,73,660,0
423,16,` antonio \ 's ',` don antonio \ 's ',' 3700 w. flamingo ',' 1136 westwood blvd. ',` las vegas ',westwood,702/252 -7737,310-209-1422,italian,italian,423,550,0
338,259,` ruth \ 's chris ',` le bernardin ',' 148 w. 51st st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/245 -9600,212-489-1515,american,seafood,338,41,0
41,259,` le bernardin ',` le bernardin ',' 155 w. 51st st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/489 -1515,212-489-1515,french,seafood,41,41,1
222,259,cite,` le bernardin ',' 120 w. 51st st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/956 -7100,212-489-1515,french,seafood,220,41,0
289,259,` le jardin ',` le bernardin ','25 cleveland pl . near spring st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/343 -9599,212-489-1515,french,seafood,288,41,0
321,259,palio,` le bernardin ',' 151 w. 51st . st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/245 -4850,212-489-1515,italian,seafood,320,41,0
170,230,` tommy tang \ 's ',` le chardonnay ( los angeles ) ',' 7313 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',213/937 -5733,213-655-8880,asian,` french bistro ',167,12,0
16,230,patina,` le chardonnay ( los angeles ) ',' 5955 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',213/467 -1108,213-655-8880,californian,` french bistro ',16,12,0
12,230,` le chardonnay ',` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',213/655 -8880,213-655-8880,french,` french bistro ',12,12,1
151,230,` morton \ 's ',` le chardonnay ( los angeles ) ',' 8764 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-655-8880,american,` french bistro ',148,12,0
437,133,` circus circus ',` morton \ 's of chicago ( las vegas ) ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-893-0703,buffets,steakhouses,437,667,0
446,133,mikado,` morton \ 's of chicago ( las vegas ) ',' 3400 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-893-0703,asian,steakhouses,446,667,0
429,133,bistro,` morton \ 's of chicago ( las vegas ) ',' 3400 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-893-0703,continental,steakhouses,429,667,0
67,133,` chin \ 's ',` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-893-0703,asian,steakhouses,67,667,0
433,133,` cafe roma ',` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-893-0703,` coffee shops/diners ',steakhouses,433,667,0
72,133,` steak house ',` morton \ 's of chicago ( las vegas ) ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-893-0703,` steak houses ',steakhouses,72,667,0
68,133,` coyote cafe ',` morton \ 's of chicago ( las vegas ) ',' 3799 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-893-0703,southwestern,steakhouses,68,667,0
424,133,` bally \ 's big kitchen ',` morton \ 's of chicago ( las vegas ) ',' 3645 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-893-0703,buffets,steakhouses,424,667,0
431,133,` bugsy \ 's diner ',` morton \ 's of chicago ( las vegas ) ',' 3555 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-893-0703,` coffee shops/diners ',steakhouses,431,667,0
0,133,` arnie morton \ 's of chicago ',` morton \ 's of chicago ( las vegas ) ',' 435 s. la cienega blv . ',' 3200 las vegas blvd. s. ',` los angeles ',` las vegas ',310/246 -1501,702-893-0703,american,steakhouses,0,667,0
11,232,` l \ ` orangerie ',matsuhisa,' 903 n. la cienega blvd. ',' 129 n. la cienega blvd. ',` los angeles ',` beverly hills ',310/652 -9770,310-659-9639,french,seafood,11,14,0
14,232,matsuhisa,matsuhisa,' 129 n. la cienega blvd. ',' 129 n. la cienega blvd. ',` beverly hills ',` beverly hills ',310/659 -9639,310-659-9639,asian,seafood,14,14,1
11,218,` l \ ` orangerie ',` arnie morton \ 's of chicago ',' 903 n. la cienega blvd. ',' 435 s. la cienega blvd. ',` los angeles ',` los angeles ',310/652 -9770,310-246-1501,french,steakhouses,11,0,0
0,218,` arnie morton \ 's of chicago ',` arnie morton \ 's of chicago ',' 435 s. la cienega blv . ',' 435 s. la cienega blvd. ',` los angeles ',` los angeles ',310/246 -1501,310-246-1501,american,steakhouses,0,0,1
11,229,` l \ ` orangerie ',` l \ ` orangerie ',' 903 n. la cienega blvd. ',' 903 n. la cienega blvd. ',` los angeles ',` w. hollywood ',310/652 -9770,310-652-9770,french,` french ( classic ) ',11,11,1
373,289,vong,` second street grill ',' 200 e. 54th st. ',' 200 e. fremont st. ',` new york ',` las vegas ',212/486 -9592,702-385-6277,american,` pacific rim ',373,71,0
428,289,` binion \ 's coffee shop ',` second street grill ',' 128 fremont st. ',' 200 e. fremont st. ',` las vegas ',` las vegas ',702/382 -1600,702-385-6277,` coffee shops/diners ',` pacific rim ',428,71,0
440,289,` golden nugget hotel ',` second street grill ',' 129 e. fremont st. ',' 200 e. fremont st. ',` las vegas ',` las vegas ',702/385 -7111,702-385-6277,buffets,` pacific rim ',440,71,0
373,256,vong,` jo jo ',' 200 e. 54th st. ',' 160 e. 64th st. ',` new york ',` new york city ',212/486 -9592,212-223-5656,american,` french bistro ',373,38,0
373,119,vong,` wollensky \ 's grill ',' 200 e. 54th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/486 -9592,212-753-0444,american,steakhouses,373,653,0
46,119,march,` wollensky \ 's grill ',' 405 e. 58th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/754 -6272,212-753-0444,american,steakhouses,46,653,0
282,119,` la reserve ',` wollensky \ 's grill ',' 4 w. 49th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/247 -2993,212-753-0444,french,steakhouses,281,653,0
326,119,` pen & pencil ',` wollensky \ 's grill ',' 205 e. 45th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/682 -8660,212-753-0444,american,steakhouses,325,653,0
90,308,` dining room ritz-carlton buckhead ',` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-2700,international,` american ( new ) ',90,90,1
393,308,` dante \ 's down the hatch buckhead ',` ritz-carlton dining room ( buckhead ) ',' 3380 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/266 -1600,404-237-2700,continental,` american ( new ) ',393,90,0
422,308,tomtom,` ritz-carlton dining room ( buckhead ) ',' 3393 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/264 -1163,404-237-2700,continental,` american ( new ) ',422,90,0
410,308,palisades,` ritz-carlton dining room ( buckhead ) ',' 1829 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/350 -6755,404-237-2700,continental,` american ( new ) ',410,90,0
90,299,` dining room ritz-carlton buckhead ',` georgia grille ',' 3434 peachtree rd. ',' 2290 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-352-3517,international,southwestern,90,81,0
422,299,tomtom,` georgia grille ',' 3393 peachtree rd. ',' 2290 peachtree rd. ',atlanta,atlanta,404/264 -1163,404-352-3517,continental,southwestern,422,81,0
89,299,` cafe ritz-carlton buckhead ',` georgia grille ',' 3434 peachtree rd. ',' 2290 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-352-3517,` ext 6108 international ',southwestern,89,81,0
81,299,` georgia grille ',` georgia grille ',' 2290 peachtree rd. . peachtree square shopping center ',' 2290 peachtree rd. ',atlanta,atlanta,404/352 -3517,404-352-3517,american,southwestern,81,81,1
393,295,` dante \ 's down the hatch buckhead ',` brasserie le coze ',' 3380 peachtree rd. ',' 3393 peachtree rd. ',atlanta,atlanta,404/266 -1600,404-266-1440,continental,` french bistro ',393,77,0
89,295,` cafe ritz-carlton buckhead ',` brasserie le coze ',' 3434 peachtree rd. ',' 3393 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-266-1440,` ext 6108 international ',` french bistro ',89,77,0
77,295,` brasserie le coze ',` brasserie le coze ',' 3393 peachtree rd. . lenox square mall near neiman marcus ',' 3393 peachtree rd. ',atlanta,atlanta,404/266 -1440,404-266-1440,french,` french bistro ',77,77,1
479,88,helmand,` la caridad ',' 430 broadway ',' 2199 broadway ',` san francisco ',` new york city ',415/362 -0641,212-874-2780,` greek and middle eastern ',cuban,479,622,0
479,80,helmand,` gray \ 's papaya ',' 430 broadway ',' 2090 broadway ',` san francisco ',` new york city ',415/362 -0641,212-799-0243,` greek and middle eastern ',` hot dogs ',479,614,0
479,246,helmand,` carmine \ 's ',' 430 broadway ',' 2450 broadway ',` san francisco ',` new york city ',415/362 -0641,212-362-2200,` greek and middle eastern ',italian,479,28,0
76,246,` bone \ 's ',` carmine \ 's ',' 3130 piedmont road ',' 2450 broadway ',atlanta,` new york city ',404/237 -2663,212-362-2200,american,italian,76,28,0
388,246,` camille \ 's ',` carmine \ 's ',' 1186 n. highland ave. ',' 2450 broadway ',atlanta,` new york city ',404/872 -7203,212-362-2200,italian,italian,388,28,0
468,246,` des alpes ',` carmine \ 's ',' 732 broadway ',' 2450 broadway ',` san francisco ',` new york city ',415/788 -9900,212-362-2200,french,italian,468,28,0
479,103,helmand,` peter luger steak house ',' 430 broadway ',' 178 broadway ',` san francisco ',brooklyn,415/362 -0641,718-387-7400,` greek and middle eastern ',steakhouses,479,637,0
72,103,` steak house ',` peter luger steak house ',' 2880 las vegas blvd. s ',' 178 broadway ',` las vegas ',brooklyn,702/734 -0410,718-387-7400,` steak houses ',steakhouses,72,637,0
468,103,` des alpes ',` peter luger steak house ',' 732 broadway ',' 178 broadway ',` san francisco ',brooklyn,415/788 -9900,718-387-7400,french,steakhouses,468,637,0
479,51,helmand,` pho hoa ',' 430 broadway ',' 642 broadway ',` san francisco ',chinatown,415/362 -0641,213-626-5530,` greek and middle eastern ',vietnamese,479,585,0
468,51,` des alpes ',` pho hoa ',' 732 broadway ',' 642 broadway ',` san francisco ',chinatown,415/788 -9900,213-626-5530,french,vietnamese,468,585,0
448,131,` ralph \ 's diner ',` monte carlo ',' 3000 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-733-4524,` coffee shops/diners ',` french ( new ) ',448,665,0
446,131,mikado,` monte carlo ',' 3400 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-733-4524,asian,` french ( new ) ',446,665,0
438,131,'em press court ',` monte carlo ',' 3570 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-733-4524,asian,` french ( new ) ',438,665,0
70,131,` palace court ',` monte carlo ',' 3570 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-733-4524,continental,` french ( new ) ',70,665,0
431,131,` bugsy \ 's diner ',` monte carlo ',' 3555 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-733-4524,` coffee shops/diners ',` french ( new ) ',431,665,0
530,327,` yoyo tsumami bistro ',postrio,' 1611 post st. ',' 545 post st. ',` san francisco ',` san francisco ',415/922 -7788,415-776-7825,french,californian,530,109,0
510,327,sanppo,postrio,' 1702 post st. ',' 545 post st. ',` san francisco ',` san francisco ',415/346 -3486,415-776-7825,asian,californian,510,109,0
530,325,` yoyo tsumami bistro ',mifune,' 1611 post st. ',' 1737 post st. ',` san francisco ',` san francisco ',415/922 -7788,415-922-0337,french,japanese,530,107,0
109,325,postrio,mifune,' 545 post st. ',' 1737 post st. ',` san francisco ',` san francisco ',415/776 -7825,415-922-0337,american,japanese,109,107,0
207,187,` cafe fes ',` cafe flore ',' 246 w. 4th st. at charles st. ',' 2298 market st. ',` new york ',` san francisco ',212/924 -7653,415-621-8579,mediterranean,californian,205,722,0
532,187,` zuni cafe & grill ',` cafe flore ',' 1658 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/552 -2522,415-621-8579,mediterranean,californian,532,722,0
205,187,` cafe pierre ',` cafe flore ',' 2 e. 61st st. ',' 2298 market st. ',` new york ',` san francisco ',212/940 -8185,415-621-8579,french,californian,203,722,0
453,187,2223,` cafe flore ',' 2223 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/431 -0692,415-621-8579,american,californian,453,722,0
465,187,carta,` cafe flore ',' 1772 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/863 -3516,415-621-8579,american,californian,465,722,0
106,324,` masa \ 's ',` masa \ 's ',' 648 bush st. ',' 648 bush st. ',` san francisco ',` san francisco ',415/989 -7154,415-989-7154,french,` french ( new ) ',106,106,1
306,324,` matthew \ 's ',` masa \ 's ',' 1030 3rd ave. at 61st st. ',' 648 bush st. ',` new york ',` san francisco ',212/838 -4343,415-989-7154,american,` french ( new ) ',305,106,0
106,113,` masa \ 's ',` teresa \ 's ',' 648 bush st. ','80 montague st. ',` san francisco ',queens,415/989 -7154,718-520-2910,french,polish,106,647,0
358,113,` teresa \ 's ',` teresa \ 's ',' 103 1st ave. between 6th and 7th sts . ','80 montague st. ',` new york ',queens,212/228 -0604,718-520-2910,` east european ',polish,358,647,0
106,198,` masa \ 's ',` kelly \ 's on trinity ',' 648 bush st. ',' 333 bush st. ',` san francisco ',` san francisco ',415/989 -7154,415-362-4454,french,californian,106,733,0
106,41,` masa \ 's ',` martha \ 's ',' 648 bush st. ',' 22nd street grill 25 22nd ',` san francisco ',` st. hermosa beach ',415/989 -7154,310-376-7786,french,american,106,575,0
47,265,` mesa grill ',` mesa grill ',' 102 5th ave. between 15th and 16th sts . ',' 102 fifth ave. ',` new york ',` new york city ',212/807 -7400,212-807-7400,american,southwestern,47,47,1
345,265,` sea grill ',` mesa grill ','19 w. 49th st. ',' 102 fifth ave. ',` new york ',` new york city ',212/332 -7610,212-807-7400,seafood,southwestern,345,47,0
269,265,` inca grill ',` mesa grill ',' 492 broome st. near w. broadway ',' 102 fifth ave. ',` new york ',` new york city ',212/966 -3371,212-807-7400,` latin american ',southwestern,268,47,0
363,244,triangolo,` cafe lalo ',' 345 e. 83rd st. ',' 201 w. 83rd st. ',` new york ',` new york city ',212/472 -4488,212-496-6031,italian,coffeehouses,363,26,0
26,244,` cafe lalo ',` cafe lalo ',' 201 w. 83rd st. ',' 201 w. 83rd st. ',` new york ',` new york city ',212/496 -6031,212-496-6031,` coffee bar ',coffeehouses,26,26,1
87,305,` nikolai \ 's roof ',` nikolai \ 's roof ',' 255 courtland st. at harris st. ',' 255 courtland st. ',atlanta,atlanta,404/221 -6362,404-221-6362,continental,continental,87,87,1
469,318,faz,` fleur de lys ',' 161 sutter st. ',' 777 sutter st. ',` san francisco ',` san francisco ',415/362 -0404,415-673-7779,` greek and middle eastern ',` french ( new ) ',469,100,0
247,318,` fleur de jour ',` fleur de lys ',' 348 e. 62nd st. ',' 777 sutter st. ',` new york ',` san francisco ',212/355 -2020,415-673-7779,` coffee bar ',` french ( new ) ',245,100,0
93,146,` veni vidi vici ',` bobby & june \ 's kountry kitchen ','41 14th st. ',' 375 14th st. ',atlanta,atlanta,404/875 -8424,404-876-3872,italian,southern/soul,93,680,0
494,314,manora,boulevard,' 3226 mission st. ',' 1 mission st. ',` san francisco ',` san francisco ',415/861 -6224,415-543-6084,asian,` american ( new ) ',494,96,0
494,60,manora,shiro,' 3226 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/861 -6224,818-799-4774,asian,` pacific new wave ',494,594,0
96,60,boulevard,shiro,' 1 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/543 -6084,818-799-4774,american,` pacific new wave ',96,594,0
494,201,manora,` la taqueria ',' 3226 mission st. ',' 2889 mission st. ',` san francisco ',` san francisco ',415/861 -6224,415-285-7117,asian,mexican,494,736,0
125,151,` canter \ 's ',` carey \ 's ',' 419 n. fairfax ave. ',' 1021 cobb pkwy . se ',` los angeles ',marietta,213/651 -2030 .,770-422-8042,american,hamburgers,122,685,0
481,312,` hong kong villa ',` alain rondelli ',' 2332 clement st. ',' 126 clement st. ',` san francisco ',` san francisco ',415/752 -8833,415-387-0408,asian,` french ( new ) ',481,94,0
481,186,` hong kong villa ',` bill \ 's place ',' 2332 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/752 -8833,415-221-5262,asian,hamburgers,481,721,0
94,186,` alain rondelli ',` bill \ 's place ',' 126 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/387 -0408,415-221-5262,french,hamburgers,94,721,0
492,186,` le soleil ',` bill \ 's place ',' 133 clement st. ',' 2315 clement st. ',` san francisco ',` san francisco ',415/668 -4848,415-221-5262,asian,hamburgers,492,721,0
86,164,` mary mac \ 's tea room ',` java jive ',' 224 ponce de leon ave. ',' 790 ponce de leon ave. ',atlanta,atlanta,404/876 -1800,404-876-6161,southern,` coffee shops ',86,698,0
86,304,` mary mac \ 's tea room ',` mary mac \ 's tea room ',' 224 ponce de leon ave. ',' 224 ponce de leon ave. ',atlanta,atlanta,404/876 -1800,404-876-1800,southern,southern/soul,86,86,1
21,239,valentino,valentino,' 3115 pico blvd. ',' 3115 pico blvd. ',` santa monica ',` santa monica ',310/829 -4313,310-829-4313,italian,italian,21,21,1
105,197,lulu,` hamburger mary \ 's ',' 816 folsom st. ',' 1582 folsom st. ',` san francisco ',` san francisco ',415/495 -5775,415-626-1985,mediterranean,hamburgers,105,732,0
105,323,lulu,` lulu restaurant-bis-cafe ',' 816 folsom st. ',' 816 folsom st. ',` san francisco ',` san francisco ',415/495 -5775,415-495-5775,mediterranean,mediterranean,105,105,1
120,4,` broadway deli ',` benita \ 's frites ',' 3rd st. promenade ',' 1433 third st. promenade ',` santa monica ',` santa monica ',310/451 -0616,310-458-2889,american,` fast food ',117,538,0
88,150,` pano \ 's and paul \ 's ',canoe,' 1232 w. paces ferry rd. ',' 4199 paces ferry rd. ',atlanta,atlanta,404/261 -3662,770-432-2663,international,` american ( new ) ',88,684,0
82,150,` hedgerose heights inn ',canoe,' 490 e. paces ferry rd. ',' 4199 paces ferry rd. ',atlanta,atlanta,404/233 -7673,770-432-2663,international,` american ( new ) ',82,684,0
88,141,` pano \ 's and paul \ 's ',' 103 west ',' 1232 w. paces ferry rd. ',' 103 w. paces ferry rd. ',atlanta,atlanta,404/261 -3662,404-233-5993,international,continental,88,675,0
88,306,` pano \ 's and paul \ 's ',` pano \ 's & paul \ 's ',' 1232 w. paces ferry rd. ',' 1232 w. paces ferry rd. ',atlanta,atlanta,404/261 -3662,404-261-3662,international,` american ( new ) ',88,88,1
82,306,` hedgerose heights inn ',` pano \ 's & paul \ 's ',' 490 e. paces ferry rd. ',' 1232 w. paces ferry rd. ',atlanta,atlanta,404/233 -7673,404-261-3662,international,` american ( new ) ',82,88,0
88,177,` pano \ 's and paul \ 's ',riviera,' 1232 w. paces ferry rd. ',' 519 e. paces ferry rd. ',atlanta,atlanta,404/261 -3662,404-262-7112,international,mediterranean,88,712,0
384,177,` beesley \ 's of buckhead ',riviera,' 260 e. paces ferry road ',' 519 e. paces ferry rd. ',atlanta,atlanta,404/264 -1334,404-262-7112,continental,mediterranean,384,712,0
88,300,` pano \ 's and paul \ 's ',` hedgerose heights inn the ',' 1232 w. paces ferry rd. ',' 490 e. paces ferry rd. ne ',atlanta,atlanta,404/261 -3662,404-233-7673,international,continental,88,82,0
82,153,` hedgerose heights inn ',chops,' 490 e. paces ferry rd. ','70 w. paces ferry rd. ',atlanta,atlanta,404/233 -7673,404-262-2675,international,steakhouses,82,687,0
110,328,` ritz-carlton restaurant and dining room ',` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',' 600 stockton st. ',` san francisco ',` san francisco ',415/296 -7465,415-296-7465,american,` french ( new ) ',110,110,1
110,316,` ritz-carlton restaurant and dining room ',` campton place ',' 600 stockton st. ',' 340 stockton st. ',` san francisco ',` san francisco ',415/296 -7465,415-955-5555,american,` american ( new ) ',110,98,0
98,316,` campton place ',` campton place ',' 340 stockton st. ',' 340 stockton st. ',` san francisco ',` san francisco ',415/955 -5555,415-955-5555,american,` american ( new ) ',98,98,1
498,316,` moose \ 's ',` campton place ',' 1652 stockton st. ',' 340 stockton st. ',` san francisco ',` san francisco ',415/989 -7800,415-955-5555,mediterranean,` american ( new ) ',498,98,0
247,69,` fleur de jour ',arcadia,' 348 e. 62nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/355 -2020,212-223-2900,` coffee bar ',` american ( new ) ',245,603,0
65,69,` union square cafe ',arcadia,'21 e. 16th st. ','21 e. 62nd st. ',` new york ',` new york city ',212/243 -4020,212-223-2900,american,` american ( new ) ',65,603,0
112,69,bolo,arcadia,'23 e. 22nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/228 -2200,212-223-2900,mediterranean,` american ( new ) ',191,603,0
23,69,'21 club ',arcadia,'21 w. 52nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/582 -7200,212-223-2900,american,` american ( new ) ',23,603,0
145,64,` jimmy \ 's ',` tommy \ 's ',' 201 moreno dr. ',' 2575 beverly blvd. ',` los angeles ',la,310/552 -2394,213-389-9060,continental,hamburgers,142,598,0
140,64,` hard rock cafe ',` tommy \ 's ',' 8600 beverly blvd. ',' 2575 beverly blvd. ',` los angeles ',la,310/276 -7605,213-389-9060,american,hamburgers,137,598,0
147,64,` le colonial ',` tommy \ 's ',' 8783 beverly blvd. ',' 2575 beverly blvd. ',` los angeles ',la,310/289 -0660,213-389-9060,asian,hamburgers,144,598,0
167,64,swingers,` tommy \ 's ',' 8020 beverly blvd. ',' 2575 beverly blvd. ',` los angeles ',la,213/653 -5858,213-389-9060,american,hamburgers,164,598,0
52,284,petrossian,` virgil \ 's real bbq ',' 182 w. 58th st. ',' 152 w. 44th st. ',` new york ',` new york city ',212/245 -2214,212-921-9494,french,bbq,52,66,0
