ltable_id,rtable_id,ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released,label
311,22308,"Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29 4:15",La La La [ feat . Sam Smith ] Naughty Boy Pop,,,Hotel Cabana ( Deluxe Version ),Hotel Cabana [ Explicit ],,,,$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,3:42,6-May-14,"May 6 , 2014",0
325,22311,"Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:15","Pluto [ feat . Wretch 32 ] Naughty Boy Hotel Cabana [ Explicit ] Pop $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:58 May 6 , 2014",,,Hotel Cabana ( Deluxe Version ),,,,,,,,,,6-May-14,,0
3574,53962,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) Flo Rida $ 1.29 24-Nov-10","Man of the Year ( feat . Lil Wayne ) [ Explicit ] Flo Rida Welcome to Flo Rida [ Explicit ] 2015 CMG Records 3:01 April 6 , 2015",,,"Only One Flo , Pt. 1",,"Hip-Hop/Rap , Music , Rap , Dirty South",Rap & Hip-Hop,,$ 0.99,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,3:36,,,,0
3507,23084,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] Flo Rida I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single Dance , Music $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ] $ 1.29 June 23 , 2015",,Flo Rida,,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",,Dance & Electronic,,,,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:19,4:27,10-Jul-15,,1
1570,27494,"Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ] Rock , Music , Alternative , Grunge , Metal , Hard Rock $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 24-Jun-08","Fly From The Inside Shinedown Rock 3:55 May 27 , 2003",Shinedown,,The Sound of Madness ( Deluxe Edition ),Leave A Whisper ( Deluxe ),,,,$ 1.29,,2015 Mad Decent,3:47,,,,0
3398,7369,True Colors ( feat . Nicki Minaj ) Blacc Hollywood 4:15,"Still Down ( feat . Chevy Woods & Ty Dolla $ ign ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",Wiz Khalifa,,,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",,$ 1.29,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,4:16,19-Aug-14,,0
2375,3581,"The Tin Man Kenny Chesney Country , Music , Urban Cowboy , Contemporary Country 3:25",The Tin Man Kenny Chesney $ 0.99,,,All I Need to Know,All I Need To Know,,Country,$ 0.99,,"1995 , BMG Entertainment",2014 Scotty 2 Music Ascap,,3:26,13-Jun-95,"June 13 , 1995",1
5985,38096,"Faith In Love Reba Duets $ 1.29 ‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc. 18-Sep-07",Love Needs A Holiday $ 0.99,Reba McEntire & Rascal Flatts,Reba McEntire,,Reba # 1 's,"Country , Music , Honky Tonk , Contemporary Country","Country , Contemporary Country",,,,"( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",3:47,3:13,,"November 22 , 2005",0
2959,7497,"Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ] Dance , Music $ 1.29 2013 Sony Music Entertainment UK Limited 5:42 2-Aug-13","Blame ( Burns Remix ) Blame ( Remixes ) $ 1.29 4:17 November 10 , 2014",Calvin Harris,Calvin Harris feat . John Newman,Thinking About You ( feat . Ayah Marar ) [ Remixes ],,,Dance & Electronic,,,,2013 1i Music,,,,,0
416,33321,"Nothing Would Be Better $ 1.29 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC 4:34 10-Nov-14","Nothing Would Be Better Nick Jonas $ 1.29 ( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc. November 10 , 2014",Nick Jonas,,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",Pop,,,,,,4:34,,,1
3440,34314,"Medicated ( feat . Chevy Woods & Juicy J ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap","It 's Nothin ( feat . 2 Chainz ) [ Explicit ] Wiz Khalifa 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012",Wiz Khalifa,,O.N.I.F.C.,O.N.I.F.C. [ Explicit ],,Rap & Hip-Hop,$ 1.29,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,5:30,3:47,4-Dec-12,,0
1301,28063,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 3:20 24-Nov-14","Listen ( feat . John Legend ) David Guetta Listen 2015 If Moving Your Mine 3:46 November 24 , 2014",David Guetta,,,,,Dance & Electronic,$ 1.29,$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",,,,,,0
3870,23901,Going Away For a While $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:13,"Going Away For A While 3:15 September 11 , 2015",Brett Eldredge,Brett Eldredge,Illinois,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,,$ 1.29,,( c ) Phonotype,,,11-Sep-15,,1
1669,52916,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Rock , Music , Hard Rock , Alternative 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States 3:59 27-May-03","Save Me [ Acoustic ] Rock $ 1.29 2015 Real Sounds October 4 , 2005",,Shinedown,Leave a Whisper ( Deluxe Version ),Us And Them ( Deluxe ) [ Explicit ],,,$ 1.29,,,,,3:22,,,0
4678,41114,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` 3:30,Febreze ( feat . 2 Chainz ) [ Explicit ],Skrillex & Diplo,"Skrillex , Diplo",,Skrillex and Diplo present Jack ÌÏ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$ 1.29,$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,,3:34,24-Feb-15,"February 24 , 2015",0
1316,9940,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","Ai n't Got Nothing ( Album Version ( Edited ) ) [ feat . Lil Boosie ] [ Clean ] Certified ( Edited Version ) $ 0.99 ( C ) 2014 Island Records , a division of UMG Recordings , Inc. 3:52",,David Banner,Listen ( Deluxe Version ),,,Rap & Hip-Hop,,,,,,,24-Nov-14,"September 20 , 2005",0
5695,37659,Jump ( feat . Nelly Furtado ) Flo Rida ‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:28 30-Mar-09,"Yayo [ Feat . Brisco , Billy Blue , Ball Greezy , Rick Ross , Red Eyezz , Bred , Pitbull & Ace Hood ] ( Amended Bonus Version ) Rap & Hip-Hop March 30 , 2009",,Flo Rida,R.O.O.T.S. ( Deluxe Version ),R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],"Hip-Hop/Rap , Music",,$ 1.29,$ 1.29,,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",,7:53,,,0
6289,47836,A Wake ( feat . Evan Roman ) 3:46 1-Aug-12,Thrift Shop ( feat . Wanz ) [ Explicit ] Macklemore & Ryan Lewis The Heist [ Explicit ] $ 1.29 3:55,Macklemore & Ryan Lewis,,The Heist ( Deluxe Edition ),,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$ 1.29,,"‰ ãÑ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,,,,"October 9 , 2012",0
4743,41115,"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15","To ÌÏ ( feat . AlunaGeorge ) Dance & Electronic 2012 Knight Skreams February 24 , 2015",Skrillex & Diplo,"Skrillex , Diplo",,Skrillex and Diplo present Jack ÌÏ [ Explicit ],,,,$ 1.29,,,,3:57,,,0
426,33282,"Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock $ 1.29 10-Nov-14","Closer [ feat . Mike Posner ] [ Clean ] $ 1.29 ( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc. November 10 , 2014",,Nick Jonas,,Nick Jonas ( Deluxe ) [ Clean ],,Pop,,,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",,3:48,3:48,,,1
498,29283,"Firefly ( Bravado Dubstep Remix ) Ed Sheeran Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 1.29 4:29","Firefly ( Bravado Dubstep Remix ) $ 1.29 ( C ) 2007 Geffen Records/Mosley Music Group LLC 4:29 December 9 , 2011",,Ed Sheeran,Loose Change,Loose Change,,Pop,,,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,,,,9-Dec-11,,1
6011,47246,"Dance In the Dark Lady Gaga The Fame Monster ( Deluxe Version ) Pop , Music ‰ ãÑ 2014 Interscope Records 5-Aug-14",Just Dance [ feat . Colby O'Donis ] Lady Gaga The Fame Monster ( Deluxe ) $ 0.99,,,,,,Pop,$ 1.29,,,( C ) 2009 Interscope Records,4:48,4:01,,"November 23 , 2009",0
6851,39325,"Wake Up Wiz Khalifa Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.29 ‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:46 28-Mar-11","Roll Up [ Clean ] Wiz Khalifa 3:47 March 28 , 2011",,,Rolling Papers ( Deluxe Version ),Rolling Papers [ Clean ],,Rap & Hip-Hop,,$ 1.29,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,,0
5201,22909,Hold Up ( feat . T Streets ) I Am Not a Human Being $ 1.29 ‰ ãÑ 2010 Cash Money Records Inc. 4:10,Wowzerz ( Album Version ( Explicit ) ) [ feat . Trina ] [ Explicit ] I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ] 3:45,Lil Wayne & T Streets,Lil Wayne,,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",Rap & Hip-Hop,,$ 1.29,,2005 Secretly Canadian,,,15-Nov-10,"March 26 , 2013",0
969,41979,Speak Now - World Tour Live Concert ( Live 2011 ) Taylor Swift 2:09:26,"Long Live Taylor Swift Speak Now Country , Country Rock , Pop , Rock $ 1.29 October 25 , 2010",,,Speak Now - World Tour Live,,"Country , Music , Rock , Contemporary Country , Honky Tonk",,Album Only,,"2011 Big Machine Records , LLC .","( C ) 2010 Big Machine Records , LLC .",,5:17,21-Nov-11,,0
1558,41579,Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,"Left Out ( Live From Washington State ) Somewhere In The Stratosphere $ 1.29 April 18 , 2011",Shinedown,Shinedown,,,"Rock , Music , Metal , Alternative , Hard Rock",Rock,,,,( C ) 2005 MCA Nashville,5:06,5:54,,,0
6762,51437,"The Birds , Pt. 1 The Weeknd Trilogy R&B / Soul , Music , Rock , Contemporary R&B ‰ ãÑ 2012 XO & co. , Inc. 3:34 13-Nov-12",The Birds Pt. 2 ( Album Version ( Edited ) ) [ Clean ] $ 1.29,,The Weeknd,,Trilogy ( Edited Version ) [ Clean ],,R&B,$ 1.29,,,"( C ) 2013 XO & co. , Inc.",,5:53,,"September 18 , 2015",0
1156,34921,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:11 August 21 , 2009",,,Listen ( Deluxe Version ),,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$ 1.29,,,,,,24-Nov-14,,0
1685,23820,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14","50 Shades of Crazy Chase Rice Country 3:10 August 19 , 2014",,,,Ignite the Night,,,Album Only,$ 1.29,,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,,,,0
368,19176,"Get Free ( Andy C remix ) Electronic , Music , Dance , Rock , Electronica $ 1.29 2013 Secretly Canadian / Mad Decent 5:31",Break Free [ feat . Zedd ] Major Lazer Get It : Hip-Hop & Pop for Now [ Explicit ] Dance & Electronic $ 1.29 2013 Secretly Canadian / Mad Decent 3:34,Major Lazer,,Get Free - Single,,,,,,,,,,27-Feb-13,,0
3527,54789,Good Feeling ( Seductive Remix ) Flo Rida,"Wild Ones ( Feat . Sia ) ( Maison & Dragen Remix ) Flo Rida Wild Ones ( Feat . Sia ) [ Remixes Pt. 2 ] $ 1.29 ( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc. 6:06",,,Good Feeling ( Remixes ),,"Dance,Music,Hip-Hop / Rap , Rap , Electronic","Dance & Electronic , House",$ 1.29,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4:45,,15-Nov-11,"April 24 , 2012",0
5122,34113,From Time ( feat . Jhene Aiko ) Drake $ 1.29 ‰ ãÑ 2013 Cash Money Records Inc. 24-Sep-13,From Time [ feat . JhenÌ © Aiko ] [ Explicit ] Drake Nothing Was The Same [ Explicit ] 5:22,,,Nothing Was the Same,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,,$ 1.29,,( C ) 2013 Cash Money Records Inc.,5:22,,,"September 24 , 2013",1
3421,34320,"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12","Remember You ( feat . The Weeknd ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop December 4 , 2012",Wiz Khalifa,,,O.N.I.F.C. [ Explicit ],,,,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4:49,,,1
1069,11277,Boiling ( Medlar Remix ) Control,"Boiling ( Medlar Remix ) Disclosure $ 0.89 5:52 April 2 , 2013",Disclosure,,,Control,"Electronic , Music , Dance",Dance & Electronic,$ 1.29,,2013 Greco-Roman Ltd,2013 Greco-Roman Ltd,5:52,,2-Apr-13,,1
310,22304,Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:15 6-May-14,Think About It [ feat . Wiz Khalifa ] [ Explicit ] Naughty Boy $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:05,Naughty Boy,,,Hotel Cabana [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$ 1.29,,,,,,,"May 6 , 2014",0
4587,26140,"Billy Keith Urban In the Ranch Country , Music , Honky Tonk , Contemporary Country 1997","Billy Country ( c ) 1997 Capitol Nashville February 10 , 2004",,Keith Urban,,Keith Urban In The Ranch,,,$ 1.29,$ 1.29,1997 Capitol Nashville,,3:46,3:46,,,1
5161,34090,The Motto ( Bonus Track ) [ feat . Lil Wayne ] Drake 3:01 15-Nov-11,Too Much [ feat . Sampha ] [ Explicit ] Drake Nothing Was The Same ( Deluxe ) [ Explicit ] 4:21,,,Take Care ( Deluxe Version ),,"Hip-Hop/Rap , Music",Rap & Hip-Hop,$ 1.29,$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,( C ) 2013 Cash Money Records Inc.,,,,"September 24 , 2013",0
2301,1238,Because of Your Love Kenny Chesney 2000 BMG Entertainment 26-Sep-00,"Hurry Up Love Country , Traditional Country , Cowboy $ 0.89 August 1 , 2008",,Kenny Rogers,Greatest Hits,49 All Time Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",,$ 0.99,,,( c ) 2008 Goldenlane Records,4:16,2:29,,,0
6876,13612,Sumthin Like This Night ( feat . Gorillaz ) Doggumentary $ 1.29 29-Mar-11,"This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ] Doggumentary [ Explicit ] ( C ) 2011 Capitol Records , LLC 3:43",Snoop Dogg & Gorillaz,Snoop Dogg,,,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",,$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",,3:37,,,"March 29 , 2011",0
2394,29834,"That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson Lucky Old Sun Country , Music , Contemporary Country , Honky Tonk $ 0.99","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Kenny Chesney Lucky Old Sun [ + video ] ( P ) 2008 Blue Chair Records , LLC and BMG Music",,,,,,Country,,$ 0.99,"2008 Blue Chair Records , LLC",,4:16,4:16,2008,"April 24 , 2012",1
3341,7371,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12,"True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",,,,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$ 1.99,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,5:20,4:15,,,0
2653,44051,"From This Dream Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country 2002 SONY BMG MUSIC ENTERTAINMENT 4:27",Tattoos On This Town [ Explicit ] Country $ 0.99 2012 Music Club,Little Big Town,Like Tattoos On This Town,Little Big Town,Tattoos On This Town - Single ( Jason Aldean Tribute ) [ Explicit ],,,$ 0.99,,,,,3:28,7-May-02,"June 14 , 2012",0
3409,7357,"We Dem Boyz Wiz Khalifa Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56","We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:19",,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),,,,$ 1.99,,,,,,19-Aug-14,"August 19 , 2014",0
264,53050,VHS Outro ( Interlude ) X Ambassadors VHS $ 1.29,"Moving Day ( Interlude ) X Ambassadors 0:19 June 30 , 2015",,,,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,,$ 1.29,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,1:25,,30-Jun-15,,0
2702,17183,Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Album Only 5:11,How We Do Things ( feat . Monty ) [ Clean ] Fetty Wap,,,,Fetty Wap [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,,$ 1.29,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,3:31,,"September 25 , 2015",0
6282,47824,"Same Love ( feat . Mary Lambert ) Macklemore & Ryan Lewis Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap ‰ ãÑ 2012 Macklemore , LLC . 5:20","White Walls ( feat . ScHoolboy Q , Hollis ) [ Explicit ] Macklemore & Ryan Lewis The Heist [ Deluxe Edition ] [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Selena Garcia & Steven Gomez",,,The Heist ( Deluxe Edition ),,,,$ 1.29,,,,,3:40,1-Aug-12,"October 9 , 2012",0
1750,54953,Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Get Low ( Remixes ) - EP 4:42 2-Jun-15,"Woman Like Me ( Dillon Francis Remix ) Willy Joy , Flosstradamus , Dillon Francis , Bird Peterson , Cousin Cole , Flinch $ 0.99 5:22",,,,Woman Like Me Remixes,"Dance , Music",Dance & Electronic,$ 1.29,,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",( c ) 2011 Copyright Top Billin,,,,"September 30 , 2011",0
3264,25857,"Judas ( Royksopp 's 30 Pieces Remix ) Lady Gaga Born This Way ( The Remix ) Pop , Music , Dance Album Only 2011 Interscope Records 9:18",Just Dance ( RedOne Remix ) ( C ) 2008 Interscope,,Lady Gaga,,Just Dance ( Remix EP pt2 ),,Pop,,$ 1.29,,,,4:19,21-Nov-11,"November 4 , 2008",0
1199,27988,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",S.T.O.P ( feat . Ryan Tedder ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine,David Guetta,David Guetta,Listen,,"Dance , Music , Electronic , House , Rock , French Pop",,$ 1.29,$ 1.29,,,3:54,3:34,,"November 24 , 2014",0
3505,30346,"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South 3:55 17-Mar-08","Money Right ( feat . Rick Ross & Brisco ) [ Explicit ] Rap & Hip-Hop March 17 , 2008",,Flo Rida,,Mail On Sunday [ Explicit ],,,$ 1.99,$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,,3:17,,,0
5343,47894,"The Woodland Realm ( Extended Version ) Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 5:14 10-Dec-13","The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",,Howard Shore,,,,Soundtracks,,,‰ ãÑ 2013 WaterTower Music,,,3:38,,,0
3354,17643,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,Extra Extra Credit [ Explicit ] Wiz Khalifa 2013 Mad Decent,,,,Flight School [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,,$ 0.99,,,,4:03,17-Apr-09,"April 17 , 2009",1
1268,34910,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,"Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",,,$ 1.29,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,2:51,3:47,,,0
1176,34919,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14","Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",David Guetta,,,,,,$ 1.29,,,,,,,,0
1176,34903,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ) ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,David Guetta,,One Love ( Deluxe Version ),,Dance & Electronic,$ 1.29,$ 1.29,,,,3:18,,"August 21 , 2009",0
