ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
135,127,semint : a system prototype for semantic integration in heterogeneous databases,semantic integration of semistructured and structured data sources,"wen-syan li , chris clifton","s. bergamaschi , s. castano , m. vincini",sigmod conference,acm sigmod record,1995.0,1999.0,0
1048,127,"type classification of semi-structured documents allen luniewski , markus tresch , neal palmer vldb 1995",semantic integration of semistructured and structured data sources,,"s. bergamaschi , s. castano , m. vincini",,acm sigmod record,,1999.0,0
2433,127,"semantic b2b integration : issues in ontology-based applications zhan cui , paul o'brien , dean m. jones sigmod record",semantic integration of semistructured and structured data sources,,"s. bergamaschi , s. castano , m. vincini",,acm sigmod record,2002.0,1999.0,0
2171,127,miro web : integrating multiple data sources through semistructured data types vldb,semantic integration of semistructured and structured data sources,"fei sha , tatiana chan-sine-ying , georges gardarin , tuyet-tram dang-ngoc , jean-luc darroux , luc bouganim","s. bergamaschi , s. castano , m. vincini",,acm sigmod record,1999.0,1999.0,0
1159,127,searching and mining fine-grained semi-structured data soumen chakrabarti vldb 2002,semantic integration of semistructured and structured data sources,,"s. bergamaschi , s. castano , m. vincini",,acm sigmod record,,1999.0,0
1310,855,describing semistructured data sigmod record,capturing and querying multiple aspects of semistructured data very large data bases,luca cardelli,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",,,2001.0,1999.0,0
291,855,a fast index for semistructured data,capturing and querying multiple aspects of semistructured data very large data bases,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon","curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",vldb,,2001.0,1999.0,0
1310,1751,describing semistructured data sigmod record,"inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997",luca cardelli,,,acm sigmod record,2001.0,,0
1745,1751,semistructured und structured data in the web : going back and forth sigmod record,"inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997","paolo merialdo , giansalvatore mecca , paolo atzeni",,,acm sigmod record,1997.0,,0
856,1751,capturing and querying multiple aspects of semistructured data,"inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997","curtis e. dyreson , michael h. böhlen , christian s. jensen",,vldb,acm sigmod record,1999.0,,0
747,1751,"vqbd : exploring semistructured data jihwang yeo , sudarshan s. chawathe , thomas baby sigmod conference","inferring structure in semistructured data svetlozer nestorov , serge abiteboul , rajeev motwani 1997",,,,acm sigmod record,2001.0,,0
1310,1799,describing semistructured data sigmod record,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",luca cardelli,,,international conference on management of data,2001.0,,0
1480,1799,distributed query evaluation on semistructured data dan suciu,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,,acm trans . database syst .,international conference on management of data,2002.0,,0
867,1799,extracting and exploiting structure in text search prabhakar raghavan 2003,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,,sigmod conference,international conference on management of data,,,0
1363,1799,nodose - a tool for semi-automatically extracting semi-structured data from text documents sigmod conference 1998,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",brad adelberg,,,international conference on management of data,,,0
2488,1799,"storing semistructured data with stored alin deutsch , mary f. fernandez , dan suciu sigmod conference 1999","extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,,,international conference on management of data,,,0
856,1799,capturing and querying multiple aspects of semistructured data,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998","curtis e. dyreson , michael h. böhlen , christian s. jensen",,vldb,international conference on management of data,1999.0,,0
2231,1799,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data vldb,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998","sacha berger , christoph wieser , sebastian schaffert , françois bry",,,international conference on management of data,2003.0,,0
1159,1799,searching and mining fine-grained semi-structured data soumen chakrabarti vldb 2002,"extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani 1998",,,,international conference on management of data,,,0
1310,1754,describing semistructured data sigmod record,semistructured and structured data in the web : going back and forth,luca cardelli,"paolo atzeni , giansalvatore mecca , paolo merialdo",,acm sigmod record,2001.0,1997.0,0
747,1754,"vqbd : exploring semistructured data jihwang yeo , sudarshan s. chawathe , thomas baby sigmod conference",semistructured and structured data in the web : going back and forth,,"paolo atzeni , giansalvatore mecca , paolo merialdo",,acm sigmod record,2001.0,1997.0,0
1310,476,describing semistructured data sigmod record,"constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record",luca cardelli,,,,2001.0,2001.0,0
1968,476,"unql : a query language and algebra for semistructured data based on structural recursion mary f. fernandez , peter buneman , dan suciu vldb j. 2000","constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record",,,,,,2001.0,0
2040,476,"statistical synopses for graph-structured xml databases minos n. garofalakis , neoklis polyzotis sigmod conference 2002","constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record",,,,,,2001.0,0
2555,476,"structure and value synopses for xml data graphs neoklis polyzotis , minos n. garofalakis vldb 2002","constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record",,,,,,2001.0,0
1613,2015,"transparent mid-tier database caching in sql server per-åke larson , jingren zhou , jonathan goldstein 2003",transparent mid-tier database caching in sql server international conference on management of data 2003,,"per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,,,,1
786,2015,dbcache : database caching for web application servers 2002,transparent mid-tier database caching in sql server international conference on management of data 2003,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay","per - &#197; ke larson , jonathan goldstein , jingren zhou",sigmod conference,,,,0
1613,723,"transparent mid-tier database caching in sql server per-åke larson , jingren zhou , jonathan goldstein 2003","middle-tier database caching for e-business qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , honguk woo , bruce g. lindsay , jeffrey f. naughton",,,sigmod conference,international conference on management of data,,2002.0,0
651,723,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference","middle-tier database caching for e-business qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , honguk woo , bruce g. lindsay , jeffrey f. naughton",,,,international conference on management of data,2003.0,2002.0,0
1119,1114,an annotated bibliography on real-time database systems 1995,promises and realities of active database systems very large data bases 1995,özgür ulusoy,"eric simon , angelika kotz dittrich",sigmod record,,,,0
2151,1114,secure bufering in firm real-time database systems vldb j.,promises and realities of active database systems very large data bases 1995,"jayant r. haritsa , binto george","eric simon , angelika kotz dittrich",,,2000.0,,0
2129,1114,promises and realities of active database systems 1995,promises and realities of active database systems very large data bases 1995,"eric simon , angelika kotz dittrich","eric simon , angelika kotz dittrich",vldb,,,,1
12,1114,priority assignment in real-time active databases,promises and realities of active database systems very large data bases 1995,"rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley","eric simon , angelika kotz dittrich",vldb j.,,1996.0,,0
1119,372,an annotated bibliography on real-time database systems 1995,advances in real-time database systems research acm sigmod record 1996,özgür ulusoy,azer bestavros,sigmod record,,,,0
925,372,improving timeliness in real-time secure database systems,advances in real-time database systems research acm sigmod record 1996,"sang hyuk son , rasikan david , bhavani m. thuraisingham",azer bestavros,sigmod record,,1996.0,,0
2129,372,promises and realities of active database systems 1995,advances in real-time database systems research acm sigmod record 1996,"eric simon , angelika kotz dittrich",azer bestavros,vldb,,,,0
2210,372,"generalized search trees for database systems jeffrey f. naughton , avi pfeffer , joseph m. hellerstein vldb 1995",advances in real-time database systems research acm sigmod record 1996,,azer bestavros,,,,,0
1365,372,report on first international workshop on real-time database systems 1996,advances in real-time database systems research acm sigmod record 1996,"sang hyuk son , kwei-jay lin , azer bestavros",azer bestavros,sigmod record,,,,0
770,372,research issues in active database systems : report from the closing panel at ride-ads '94 sigmod record 1994,advances in real-time database systems research acm sigmod record 1996,jennifer widom,azer bestavros,,,,,0
1119,1578,an annotated bibliography on real-time database systems 1995,"an annotated bibliography on active databases ( short version ) ulrike jaeger , johann christoph freytag",özgür ulusoy,,sigmod record,acm sigmod record,,1995.0,0
2160,1578,an annotated bibliography of benchmarks for object databases 1995,"an annotated bibliography on active databases ( short version ) ulrike jaeger , johann christoph freytag",akmal b. chaudhri,,sigmod record,acm sigmod record,,1995.0,0
1119,378,an annotated bibliography on real-time database systems 1995,improving timeliness in real-time secure database systems acm sigmod record 1996,özgür ulusoy,"sang h. son , rasikan david , bhavani thuraisingham",sigmod record,,,,0
1892,378,"query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001",improving timeliness in real-time secure database systems acm sigmod record 1996,,"sang h. son , rasikan david , bhavani thuraisingham",,,,,0
2151,378,secure bufering in firm real-time database systems vldb j.,improving timeliness in real-time secure database systems acm sigmod record 1996,"jayant r. haritsa , binto george","sang h. son , rasikan david , bhavani thuraisingham",,,2000.0,,0
528,378,improving the efficiency of database-system teaching jeffrey d. ullman sigmod conference 2003,improving timeliness in real-time secure database systems acm sigmod record 1996,,"sang h. son , rasikan david , bhavani thuraisingham",,,,,0
1221,1616,coss : the common object services specifications sigmod conference 1994,coss : the common object services specifications bruce e. martin international conference on management of data,bruce e. martin,,,,,1994.0,1
470,2126,a database system for real-time event aggregation in telecommunication vldb,research issues for data communication in mobile ad-hoc network database systems,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott","leslie d. fife , le gruenwald",,acm sigmod record,1998.0,2003.0,0
2210,2126,"generalized search trees for database systems jeffrey f. naughton , avi pfeffer , joseph m. hellerstein vldb 1995",research issues for data communication in mobile ad-hoc network database systems,,"leslie d. fife , le gruenwald",,acm sigmod record,,2003.0,0
1841,397,anatomy of a real e-commerce system anant jhingran sigmod conference 2000,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,,,,,,,1
508,397,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002",anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,,,,,,,0
805,1666,orthogonally persistent object systems,ptool : a scalable persistent object manager international conference on management of data,"malcolm p. atkinson , ronald morrison","r. l. grossman , x. qin",vldb j.,,1995.0,1994.0,0
256,1031,"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998",multiple-view self-maintenance in data warehousing environments nam huyn,,,,very large data bases,,1997.0,0
744,1031,"algorithms for materialized view design in data warehousing environment kamalakar karlapalem , jian yang , qing li vldb 1997",multiple-view self-maintenance in data warehousing environments nam huyn,,,,very large data bases,,1997.0,0
2136,1031,dyda : data warehouse maintenance in fully concurrent environments,multiple-view self-maintenance in data warehousing environments nam huyn,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen",,sigmod conference,very large data bases,2001.0,1997.0,0
256,963,"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998","expiring data in a warehouse hector garcia-molina , wilburt labio , jun yang very large data bases 1998",,,,,,,0
256,947,"incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998","incremental organization for data recording and warehousing h. v. jagadish , p. p. s. narayan , s. seshadri , s. sudarshan , rama kanneganti",,,,very large data bases,,1997.0,0
1321,902,xquery : a query language for xml donald d. chamberlin 2003,a graphical query language for mobile information systems 2003,,ya-hui chang,sigmod conference,acm sigmod record,,,0
1321,2027,xquery : a query language for xml donald d. chamberlin 2003,xquery : a query language for xml international conference on management of data 2003,,don chamberlin,sigmod conference,,,,1
1228,943,"answering xml queries on heterogeneous data sources ioana manolescu , donald kossmann , daniela florescu vldb",merging ranks from heterogeneous internet sources very large data bases,,"luis gravano , hector garcia-molina",,,2001.0,1997.0,0
2406,943,describing and using query capabilities of heterogeneous sources vldb,merging ranks from heterogeneous internet sources very large data bases,"yannis papakonstantinou , vasilis vassalos","luis gravano , hector garcia-molina",,,1997.0,1997.0,0
279,943,"approximate query translation across heterogeneous information sources hector garcia-molina , kevin chen-chuan chang vldb",merging ranks from heterogeneous internet sources very large data bases,,"luis gravano , hector garcia-molina",,,2000.0,1997.0,0
1016,1983,implementation aspects of an object-oriented dbms 1995,static detection of security flaws in object-oriented databases international conference on management of data 1996,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",keishi tajima,sigmod record,,,,0
1542,1983,extraction of object-oriented structures from existing relational databases,static detection of security flaws in object-oriented databases international conference on management of data 1996,"julia e. hodges , shekar ramanathan",keishi tajima,sigmod record,,1997.0,,0
3,1983,"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",static detection of security flaws in object-oriented databases international conference on management of data 1996,,keishi tajima,,,,,0
2302,1983,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",static detection of security flaws in object-oriented databases international conference on management of data 1996,,keishi tajima,,,,,0
1118,1983,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",static detection of security flaws in object-oriented databases international conference on management of data 1996,,keishi tajima,vldb j.,,1996.0,,0
2540,1983,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",static detection of security flaws in object-oriented databases international conference on management of data 1996,,keishi tajima,vldb,,,,0
783,1983,an effective deductive object-oriented database through language integration 1994,static detection of security flaws in object-oriented databases international conference on management of data 1996,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",keishi tajima,vldb,,,,0
1016,1273,implementation aspects of an object-oriented dbms 1995,"context-based prefetch - an optimization for implementing objects on relations philip a. bernstein , shankar pal , david shutt","ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",,sigmod record,the vldb journal -- the international journal on very large data bases,,2000.0,0
2003,1273,context-based prefetch for implementing objects on relations vldb,"context-based prefetch - an optimization for implementing objects on relations philip a. bernstein , shankar pal , david shutt","philip a. bernstein , david shutt , shankar pal",,,the vldb journal -- the international journal on very large data bases,1999.0,2000.0,0
385,1195,query optimization for selections using bitmaps ming-chuan wu,"query processing and optimization in oracle rdb gennady antoshenkov , mohamed ziauddin the vldb journal -- the international journal on very large data bases 1996",,,sigmod conference,,1999.0,,0
385,1883,query optimization for selections using bitmaps ming-chuan wu,outerjoin simplification and reordering for query optimization acm transactions on database systems ( tods ),,"c &#233; sar galindo-legaria , arnon rosenthal",sigmod conference,,1999.0,1997.0,0
18,1883,parametric query optimization vldb j. 1997,outerjoin simplification and reordering for query optimization acm transactions on database systems ( tods ),"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim","c &#233; sar galindo-legaria , arnon rosenthal",,,,1997.0,0
320,1883,"coloring away communication in parallel query optimization rajeev motwani , waqar hasan vldb 1995",outerjoin simplification and reordering for query optimization acm transactions on database systems ( tods ),,"c &#233; sar galindo-legaria , arnon rosenthal",,,,1997.0,0
2032,1777,"fast similarity search in the presence of noise , scaling , and translation in time-series databases king-ip lin , harpreet s. sawhney , rakesh agrawal , kyuseok shim 1995","dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998",,,vldb,international conference on management of data,,,0
2613,1777,"locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra 2002","dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998",,,acm trans . database syst .,international conference on management of data,,,0
368,1777,fast parallel similarity search in multimedia databases,"dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh 1998","christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",,sigmod conference,international conference on management of data,1997.0,,0
766,118,schemasql - a language for interoperability in relational multi-database systems vldb,semantic interoperability in global information systems acm sigmod record 1999,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","a. m. ouksel , a. sheth",,,1996.0,,0
135,118,semint : a system prototype for semantic integration in heterogeneous databases,semantic interoperability in global information systems acm sigmod record 1999,"wen-syan li , chris clifton","a. m. ouksel , a. sheth",sigmod conference,,1995.0,,0
2430,118,"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb",semantic interoperability in global information systems acm sigmod record 1999,,"a. m. ouksel , a. sheth",,,1994.0,,0
1011,118,quality-driven integration of heterogenous information systems vldb 1999,semantic interoperability in global information systems acm sigmod record 1999,"johann christoph freytag , felix naumann , ulf leser","a. m. ouksel , a. sheth",,,,,0
766,1884,schemasql - a language for interoperability in relational multi-database systems vldb,"olap , relational , and multidimensional database systems acm sigmod record","fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",george colliat,,,1996.0,1996.0,0
2435,1884,"a language based multidatabase system konrad schwarz , eva kühn , thomas tschernko sigmod conference 1994","olap , relational , and multidimensional database systems acm sigmod record",,george colliat,,,,1996.0,0
2518,1884,"storage and retrieval of xml data using relational databases surajit chaudhuri , kyuseok shim 2001","olap , relational , and multidimensional database systems acm sigmod record",,george colliat,vldb,,,1996.0,0
58,1884,the multidimensional database system rasdaman,"olap , relational , and multidimensional database systems acm sigmod record","andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",george colliat,sigmod conference,,1998.0,1996.0,0
1771,1884,watermarking relational databases,"olap , relational , and multidimensional database systems acm sigmod record","rakesh agrawal , jerry kiernan",george colliat,vldb,,2002.0,1996.0,0
1400,1884,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference","olap , relational , and multidimensional database systems acm sigmod record",,george colliat,,,2003.0,1996.0,0
2497,1884,unisql/x unified relational and object-oriented database system won kim sigmod conference,"olap , relational , and multidimensional database systems acm sigmod record",,george colliat,,,1994.0,1996.0,0
2595,1884,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens","olap , relational , and multidimensional database systems acm sigmod record",,george colliat,vldb,,1997.0,1996.0,0
690,1884,on supporting containment queries in relational database management systems sigmod conference 2001,"olap , relational , and multidimensional database systems acm sigmod record","guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",george colliat,,,,1996.0,0
449,1884,management of multidimensional discrete data peter baumann,"olap , relational , and multidimensional database systems acm sigmod record",,george colliat,vldb j.,,1994.0,1996.0,0
861,1884,a multidatabase system for tracking and retrieval of financial data,"olap , relational , and multidimensional database systems acm sigmod record","munir cochinwala , john bradley",george colliat,vldb,,1994.0,1996.0,0
766,1847,schemasql - a language for interoperability in relational multi-database systems vldb,"languages for multi-database interoperability fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri international conference on management of data","fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",,,,1996.0,1997.0,0
2602,1847,"metu interoperable database system ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar sigmod record","languages for multi-database interoperability fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri international conference on management of data",,,,,1995.0,1997.0,0
206,1847,metu interoperable database system sigmod conference,"languages for multi-database interoperability fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri international conference on management of data","sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,,,1996.0,1997.0,0
766,961,schemasql - a language for interoperability in relational multi-database systems vldb,nd-sql : a multi-dimensional language for interoperability and olap very large data bases 1998,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","fr &#233; d &#233; ric gingras , laks v. s. lakshmanan",,,1996.0,,0
2156,961,"nd-sql : a multi-dimensional language for interoperability and olap laks v. s. lakshmanan , frédéric gingras 1998",nd-sql : a multi-dimensional language for interoperability and olap very large data bases 1998,,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan",vldb,,,,1
766,337,schemasql - a language for interoperability in relational multi-database systems vldb,schemasql : an extension to sql for multidatabase interoperability 2001,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",,acm transactions on database systems ( tods ),1996.0,,0
2536,337,"schemasql : an extension to sql for multidatabase interoperability fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian acm trans . database syst . 2001",schemasql : an extension to sql for multidatabase interoperability 2001,,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",,acm transactions on database systems ( tods ),,,1
766,1665,schemasql - a language for interoperability in relational multi-database systems vldb,a language based multidatabase system 1994,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian","eva k &#252; hn , thomas tschernko , konrad schwarz",,international conference on management of data,1996.0,,0
797,1665,mpeg-7 and multimedia database systems harald kosch 2002,a language based multidatabase system 1994,,"eva k &#252; hn , thomas tschernko , konrad schwarz",sigmod record,international conference on management of data,,,0
1984,1665,influencing database language standards leonard gallagher,a language based multidatabase system 1994,,"eva k &#252; hn , thomas tschernko , konrad schwarz",sigmod record,international conference on management of data,1994.0,,0
183,1665,an introduction to deductive database languages and systems,a language based multidatabase system 1994,"kotagiri ramamohanarao , james harland","eva k &#252; hn , thomas tschernko , konrad schwarz",vldb j.,international conference on management of data,1994.0,,0
1542,1976,extraction of object-oriented structures from existing relational databases,structures for manipulating proposed updates in object-oriented databases,"julia e. hodges , shekar ramanathan","michael doherty , richard hull , mohammed rupawalla",sigmod record,international conference on management of data,1997.0,1996.0,0
1304,1976,accessing a relational database through an object-oriented database interface vldb 1995,structures for manipulating proposed updates in object-oriented databases,"jack a. orenstein , d. n. kamber","michael doherty , richard hull , mohammed rupawalla",,international conference on management of data,,1996.0,0
1685,1976,"implementing lazy database updates for an object database system fabrizio ferrandina , thorsten meyer , roberto zicari vldb 1994",structures for manipulating proposed updates in object-oriented databases,,"michael doherty , richard hull , mohammed rupawalla",,international conference on management of data,,1996.0,0
1540,1976,"efficient index structures for string databases tamer kahveci , ambuj k. singh vldb 2001",structures for manipulating proposed updates in object-oriented databases,,"michael doherty , richard hull , mohammed rupawalla",,international conference on management of data,,1996.0,0
1118,1976,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",structures for manipulating proposed updates in object-oriented databases,,"michael doherty , richard hull , mohammed rupawalla",vldb j.,international conference on management of data,1996.0,1996.0,0
2540,1976,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",structures for manipulating proposed updates in object-oriented databases,,"michael doherty , richard hull , mohammed rupawalla",vldb,international conference on management of data,,1996.0,0
1542,1035,extraction of object-oriented structures from existing relational databases,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner","julia e. hodges , shekar ramanathan",,sigmod record,very large data bases,1997.0,1997.0,0
1985,1035,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",,,,very large data bases,,1997.0,0
2497,1035,unisql/x unified relational and object-oriented database system won kim sigmod conference,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",,,,very large data bases,1994.0,1997.0,0
1304,1035,accessing a relational database through an object-oriented database interface vldb 1995,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner","jack a. orenstein , d. n. kamber",,,very large data bases,,1997.0,0
1089,1035,"optimization of queries with user-defined predicates kyuseok shim , surajit chaudhuri 1999","optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",,,acm trans . database syst .,very large data bases,,1997.0,0
1580,1035,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations jia liang han vldb j. 1998","optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",,,,very large data bases,,1997.0,0
1542,894,extraction of object-oriented structures from existing relational databases,"managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases","julia e. hodges , shekar ramanathan",,sigmod record,,1997.0,2000.0,0
1400,894,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference","managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",,,,,2003.0,2000.0,0
1118,894,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan","managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",,,vldb j.,,1996.0,2000.0,0
2540,894,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994","managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",,,vldb,,,2000.0,0
7,894,enhanced abstract data types in object-relational databases vldb j. 1998,"managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl very large data bases",praveen seshadri,,,,,2000.0,0
1542,1182,extraction of object-oriented structures from existing relational databases,garbage collection in object-oriented databases using transactional cyclic reference counting the vldb journal -- the international journal on very large data bases,"julia e. hodges , shekar ramanathan","p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",sigmod record,,1997.0,1998.0,0
3,1182,"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",garbage collection in object-oriented databases using transactional cyclic reference counting the vldb journal -- the international journal on very large data bases,,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",,,,1998.0,0
1542,1179,extraction of object-oriented structures from existing relational databases,enhanced abstract data types in object-relational databases,"julia e. hodges , shekar ramanathan",praveen seshadri,sigmod record,the vldb journal -- the international journal on very large data bases,1997.0,1998.0,0
397,1179,"bulk-loading techniques for object databases and an application to relational data claude delobel , sophie cluet , sihem amer-yahia vldb 1998",enhanced abstract data types in object-relational databases,,praveen seshadri,,the vldb journal -- the international journal on very large data bases,,1998.0,0
644,1179,index configuration in object-oriented databases elisa bertino vldb j. 1994,enhanced abstract data types in object-relational databases,,praveen seshadri,,the vldb journal -- the international journal on very large data bases,,1998.0,0
9,1179,unisql 's next-generation object-relational database management system sigmod record,enhanced abstract data types in object-relational databases,"phil janus , albert d'andrea",praveen seshadri,,the vldb journal -- the international journal on very large data bases,1996.0,1998.0,0
1741,1179,on-line reorganization in object databases sigmod conference 2000,enhanced abstract data types in object-relational databases,"s. sudarshan , rajeev rastogi , s. seshadri , mohana krishna lakhamraju",praveen seshadri,,the vldb journal -- the international journal on very large data bases,,1998.0,0
1542,1125,extraction of object-oriented structures from existing relational databases,cost-based selection of path expression processing algorithms in object-oriented databases very large data bases,"julia e. hodges , shekar ramanathan","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,,1997.0,1996.0,0
