ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 3:20 24-Nov-14","Listen ( feat . John Legend ) David Guetta Listen 2015 If Moving Your Mine 3:46 November 24 , 2014",David Guetta,,,,,Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",,,,,
Going Away For a While $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:13,"Going Away For A While 3:15 September 11 , 2015",Brett Eldredge,Brett Eldredge,Illinois,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,,$1.29 ,,( c ) Phonotype,,,11-Sep-15,
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Rock , Music , Hard Rock , Alternative 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States 3:59 27-May-03","Save Me [ Acoustic ] Rock $ 1.29 2015 Real Sounds October 4 , 2005",,Shinedown,Leave a Whisper ( Deluxe Version ),Us And Them ( Deluxe ) [ Explicit ],,,$1.29 ,,,,,03:22,,
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` 3:30,Febreze ( feat . 2 Chainz ) [ Explicit ],Skrillex & Diplo,"Skrillex , Diplo",,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,,03:34,24-Feb-15,24-Feb-15
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","Ai n't Got Nothing ( Album Version ( Edited ) ) [ feat . Lil Boosie ] [ Clean ] Certified ( Edited Version ) $ 0.99 ( C ) 2014 Island Records , a division of UMG Recordings , Inc. 3:52",,David Banner,Listen ( Deluxe Version ),,,Rap & Hip-Hop,,,,,,,24-Nov-14,20-Sep-05
Jump ( feat . Nelly Furtado ) Flo Rida _ ã_ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:28 30-Mar-09,"Yayo [ Feat . Brisco , Billy Blue , Ball Greezy , Rick Ross , Red Eyezz , Bred , Pitbull & Ace Hood ] ( Amended Bonus Version ) Rap & Hip-Hop March 30 , 2009",,Flo Rida,R.O.O.T.S. ( Deluxe Version ),R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],"Hip-Hop/Rap , Music",,$1.29 ,$1.29 ,,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",,07:53,,
A Wake ( feat . Evan Roman ) 3:46 1-Aug-12,Thrift Shop ( feat . Wanz ) [ Explicit ] Macklemore & Ryan Lewis The Heist [ Explicit ] $ 1.29 3:55,Macklemore & Ryan Lewis,,The Heist ( Deluxe Edition ),,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,,,,9-Oct-12
"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15","To __ ( feat . AlunaGeorge ) Dance & Electronic 2012 Knight Skreams February 24 , 2015",Skrillex & Diplo,"Skrillex , Diplo",,Skrillex and Diplo present Jack __ [ Explicit ],,,,$1.29 ,,,,03:57,,
"Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock $ 1.29 10-Nov-14","Closer [ feat . Mike Posner ] [ Clean ] $ 1.29 ( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc. November 10 , 2014",,Nick Jonas,,Nick Jonas ( Deluxe ) [ Clean ],,Pop,,,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",,03:48,03:48,,
"Firefly ( Bravado Dubstep Remix ) Ed Sheeran Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 1.29 4:29","Firefly ( Bravado Dubstep Remix ) $ 1.29 ( C ) 2007 Geffen Records/Mosley Music Group LLC 4:29 December 9 , 2011",,Ed Sheeran,Loose Change,Loose Change,,Pop,,,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,,,,9-Dec-11,
"Dance In the Dark Lady Gaga The Fame Monster ( Deluxe Version ) Pop , Music _ ã_ 2014 Interscope Records 5-Aug-14",Just Dance [ feat . Colby O'Donis ] Lady Gaga The Fame Monster ( Deluxe ) $ 0.99,,,,,,Pop,$1.29 ,,,( C ) 2009 Interscope Records,04:48,04:01,,23-Nov-09
"Wake Up Wiz Khalifa Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.29 _ ã_ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:46 28-Mar-11","Roll Up [ Clean ] Wiz Khalifa 3:47 March 28 , 2011",,,Rolling Papers ( Deluxe Version ),Rolling Papers [ Clean ],,Rap & Hip-Hop,,$1.29 ,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,
Hold Up ( feat . T Streets ) I Am Not a Human Being $ 1.29 _ ã_ 2010 Cash Money Records Inc. 4:10,Wowzerz ( Album Version ( Explicit ) ) [ feat . Trina ] [ Explicit ] I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ] 3:45,Lil Wayne & T Streets,Lil Wayne,,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",Rap & Hip-Hop,,$1.29 ,,2005 Secretly Canadian,,,15-Nov-10,26-Mar-13
Speak Now - World Tour Live Concert ( Live 2011 ) Taylor Swift 2:09:26,"Long Live Taylor Swift Speak Now Country , Country Rock , Pop , Rock $ 1.29 October 25 , 2010",,,Speak Now - World Tour Live,,"Country , Music , Rock , Contemporary Country , Honky Tonk",,Album Only,,"2011 Big Machine Records , LLC .","( C ) 2010 Big Machine Records , LLC .",,05:17,21-Nov-11,
Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,"Left Out ( Live From Washington State ) Somewhere In The Stratosphere $ 1.29 April 18 , 2011",Shinedown,Shinedown,,,"Rock , Music , Metal , Alternative , Hard Rock",Rock,,,,( C ) 2005 MCA Nashville,05:06,05:54,,
"The Birds , Pt. 1 The Weeknd Trilogy R&B / Soul , Music , Rock , Contemporary R&B _ ã_ 2012 XO & co. , Inc. 3:34 13-Nov-12",The Birds Pt. 2 ( Album Version ( Edited ) ) [ Clean ] $ 1.29,,The Weeknd,,Trilogy ( Edited Version ) [ Clean ],,R&B,$1.29 ,,,"( C ) 2013 XO & co. , Inc.",,05:53,,18-Sep-15
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:11 August 21 , 2009",,,Listen ( Deluxe Version ),,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,,,,,,24-Nov-14,
"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14","50 Shades of Crazy Chase Rice Country 3:10 August 19 , 2014",,,,Ignite the Night,,,Album Only,$1.29 ,,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",06:57,,,
"Get Free ( Andy C remix ) Electronic , Music , Dance , Rock , Electronica $ 1.29 2013 Secretly Canadian / Mad Decent 5:31",Break Free [ feat . Zedd ] Major Lazer Get It : Hip-Hop & Pop for Now [ Explicit ] Dance & Electronic $ 1.29 2013 Secretly Canadian / Mad Decent 3:34,Major Lazer,,Get Free - Single,,,,,,,,,,27-Feb-13,
Good Feeling ( Seductive Remix ) Flo Rida,"Wild Ones ( Feat . Sia ) ( Maison & Dragen Remix ) Flo Rida Wild Ones ( Feat . Sia ) [ Remixes Pt. 2 ] $ 1.29 ( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc. 6:06",,,Good Feeling ( Remixes ),,"Dance,Music,Hip-Hop / Rap , Rap , Electronic","Dance & Electronic , House",$1.29 ,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,04:45,,15-Nov-11,24-Apr-12
From Time ( feat . Jhene Aiko ) Drake $ 1.29 _ ã_ 2013 Cash Money Records Inc. 24-Sep-13,From Time [ feat . Jhen_ © Aiko ] [ Explicit ] Drake Nothing Was The Same [ Explicit ] 5:22,,,Nothing Was the Same,,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,,$1.29 ,,( C ) 2013 Cash Money Records Inc.,05:22,,,24-Sep-13
"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12","Remember You ( feat . The Weeknd ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop December 4 , 2012",Wiz Khalifa,,,O.N.I.F.C. [ Explicit ],,,,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,04:49,,
Boiling ( Medlar Remix ) Control,"Boiling ( Medlar Remix ) Disclosure $ 0.89 5:52 April 2 , 2013",Disclosure,,,Control,"Electronic , Music , Dance",Dance & Electronic,$1.29 ,,2013 Greco-Roman Ltd,2013 Greco-Roman Ltd,05:52,,2-Apr-13,
Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:15 6-May-14,Think About It [ feat . Wiz Khalifa ] [ Explicit ] Naughty Boy $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:05,Naughty Boy,,,Hotel Cabana [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,,,,,,,6-May-14
"Billy Keith Urban In the Ranch Country , Music , Honky Tonk , Contemporary Country 1997","Billy Country ( c ) 1997 Capitol Nashville February 10 , 2004",,Keith Urban,,Keith Urban In The Ranch,,,$1.29 ,$1.29 ,1997 Capitol Nashville,,03:46,03:46,,
The Motto ( Bonus Track ) [ feat . Lil Wayne ] Drake 3:01 15-Nov-11,Too Much [ feat . Sampha ] [ Explicit ] Drake Nothing Was The Same ( Deluxe ) [ Explicit ] 4:21,,,Take Care ( Deluxe Version ),,"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Cash Money Records Inc.,( C ) 2013 Cash Money Records Inc.,,,,24-Sep-13
Because of Your Love Kenny Chesney 2000 BMG Entertainment 26-Sep-00,"Hurry Up Love Country , Traditional Country , Cowboy $ 0.89 August 1 , 2008",,Kenny Rogers,Greatest Hits,49 All Time Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",,$0.99 ,,,( c ) 2008 Goldenlane Records,04:16,02:29,,
Sumthin Like This Night ( feat . Gorillaz ) Doggumentary $ 1.29 29-Mar-11,"This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ] Doggumentary [ Explicit ] ( C ) 2011 Capitol Records , LLC 3:43",Snoop Dogg & Gorillaz,Snoop Dogg,,,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",,$1.29 ,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",,03:37,,,29-Mar-11
"That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson Lucky Old Sun Country , Music , Contemporary Country , Honky Tonk $ 0.99","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Kenny Chesney Lucky Old Sun [ + video ] ( P ) 2008 Blue Chair Records , LLC and BMG Music",,,,,,Country,,$0.99 ,"2008 Blue Chair Records , LLC",,04:16,04:16,2008,24-Apr-12
Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12,"True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",,,,Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$1.99 ,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,05:20,04:15,,
"From This Dream Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country 2002 SONY BMG MUSIC ENTERTAINMENT 4:27",Tattoos On This Town [ Explicit ] Country $ 0.99 2012 Music Club,Little Big Town,Like Tattoos On This Town,Little Big Town,Tattoos On This Town - Single ( Jason Aldean Tribute ) [ Explicit ],,,$0.99 ,,,,,03:28,7-May-02,14-Jun-12
"We Dem Boyz Wiz Khalifa Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56","We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:19",,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),,,,$1.99 ,,,,,,19-Aug-14,19-Aug-14
VHS Outro ( Interlude ) X Ambassadors VHS $ 1.29,"Moving Day ( Interlude ) X Ambassadors 0:19 June 30 , 2015",,,,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,,30-Jun-15,
Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Album Only 5:11,How We Do Things ( feat . Monty ) [ Clean ] Fetty Wap,,,,Fetty Wap [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,03:31,,25-Sep-15
"Same Love ( feat . Mary Lambert ) Macklemore & Ryan Lewis Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap _ ã_ 2012 Macklemore , LLC . 5:20","White Walls ( feat . ScHoolboy Q , Hollis ) [ Explicit ] Macklemore & Ryan Lewis The Heist [ Deluxe Edition ] [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Selena Garcia & Steven Gomez",,,The Heist ( Deluxe Edition ),,,,$1.29 ,,,,,03:40,1-Aug-12,9-Oct-12
Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Get Low ( Remixes ) - EP 4:42 2-Jun-15,"Woman Like Me ( Dillon Francis Remix ) Willy Joy , Flosstradamus , Dillon Francis , Bird Peterson , Cousin Cole , Flinch $ 0.99 5:22",,,,Woman Like Me Remixes,"Dance , Music",Dance & Electronic,$1.29 ,,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",( c ) 2011 Copyright Top Billin,,,,30-Sep-11
"Judas ( Royksopp 's 30 Pieces Remix ) Lady Gaga Born This Way ( The Remix ) Pop , Music , Dance Album Only 2011 Interscope Records 9:18",Just Dance ( RedOne Remix ) ( C ) 2008 Interscope,,Lady Gaga,,Just Dance ( Remix EP pt2 ),,Pop,,$1.29 ,,,,04:19,21-Nov-11,4-Nov-08
"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",S.T.O.P ( feat . Ryan Tedder ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine,David Guetta,David Guetta,Listen,,"Dance , Music , Electronic , House , Rock , French Pop",,$1.29 ,$1.29 ,,,03:54,03:34,,24-Nov-14
"Elevator ( feat . Timbaland ) Flo Rida Mail On Sunday ( Deluxe Version ) Hip-Hop/Rap , Music , Dirty South 3:55 17-Mar-08","Money Right ( feat . Rick Ross & Brisco ) [ Explicit ] Rap & Hip-Hop March 17 , 2008",,Flo Rida,,Mail On Sunday [ Explicit ],,,$1.99 ,$1.29 ,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,,03:17,,
"The Woodland Realm ( Extended Version ) Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 5:14 10-Dec-13","The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",,Howard Shore,,,,Soundtracks,,,_ ã_ 2013 WaterTower Music,,,03:38,,
Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,Extra Extra Credit [ Explicit ] Wiz Khalifa 2013 Mad Decent,,,,Flight School [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,,$0.99 ,,,,04:03,17-Apr-09,17-Apr-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,"Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",,,$1.29 ,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:47,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14","Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",David Guetta,,,,,,$1.29 ,,,,,,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ) ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,David Guetta,,One Love ( Deluxe Version ),,Dance & Electronic,$1.29 ,$1.29 ,,,,03:18,,21-Aug-09
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","What I did for Love ( feat . Emeli Sand_ © ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine November 24 , 2014",,David Guetta,Listen ( Deluxe Version ),,"Dance , Music , Rock , House , Electronic , French Pop",,$1.29 ,,,,,03:27,24-Nov-14,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20","S.T.O.P ( feat . Ryan Tedder ) Listen Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:34 November 24 , 2014",,David Guetta,Listen ( Deluxe Version ),,"Dance , Music , Rock , House , Electronic , French Pop",,$1.29 ,,,,,,24-Nov-14,
"Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions","My Way ( feat . Monty ) [ Clean ] Fetty Wap Fetty Wap [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",,,Fetty Wap ( Deluxe ),,,,,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:32,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",Listen ( feat . John Legend ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine 3:46,,David Guetta,,,"Dance , Music , Rock , House , Electronic , French Pop",,,$1.29 ,,,03:20,,,24-Nov-14
"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15",Moving Day ( Interlude ) X Ambassadors VHS [ Explicit ] $ 1.29 0:19,,,,,,Alternative Rock,,,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,,,,30-Jun-15
"As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] Justin Bieber Dance , Music , Rock 2012 The Island Def Jam Music Group 11-Sep-12","Never Say Never [ feat . Jaden Smith ] Pop $ 1.29 ( C ) 2011 The Island Def Jam Music Group February 14 , 2011",,Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Never Say Never - The Remixes,,,$1.29 ,,,,04:40,03:48,,
Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",,Jason Derulo,,Talk Dirty [ Clean ],"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,,$1.29 ,2014 Warner Bros. . Records Inc.,2014 Warner Bros. . Records Inc.,04:07,,2-May-14,
"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only","Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",,Fetty Wap,,Fetty Wap ( Deluxe ) [ Clean ],,,,,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,05:36,,
"Here 's to the Good Times Florida Georgia Line Here 's to the Good Times Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country $ 1.29 4:11 4-Dec-12","Here 's To The Good Times ( C ) 2012 Big Machine Label Group , LLC December 4 , 2012",,Florida Georgia Line,,Here 's To The Good Times,,Country,,$1.29 ,"_ ã_ 2012 Big Machine Label Group , LLC",,,04:10,,
"Anything Goes Anything Goes _ ã_ 2014 Big Machine Label Group , LLC 3:39","Anything Goes Florida Georgia Line Country October 14 , 2014",Florida Georgia Line,,,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",,$1.29 ,$1.29 ,,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",,03:38,14-Oct-14,
Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) $ 1.29 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 4:15,"Wonder [ feat . Emeli Sand_ © ] Hotel Cabana [ Explicit ] 3:27 May 6 , 2014",Naughty Boy,Naughty Boy,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,,$1.29 ,,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,,6-May-14,
"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,Shinedown,,,,,Rock,$1.29 ,$1.29 ,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,,,,,27-May-03
Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",,Taylor Swift,Taylor Swift ( Bonus Track Version ),Taylor Swift,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",,$0.99 ,,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",02:59,03:23,,
"Love Is Gone ( Fred Rister & Joachim Garraud Remix ) David Guetta Pop Life ( Extended Version ) [ Bonus Version ] Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative $ 1.99 _ ã_ 2007 Gum Records 3:42","We Found Love David Guetta Dance & Electronic , House 2012 Blue Drum Records 3:35",,,,Pop for Your Weekend [ Explicit ],,,,$1.29 ,,,,,18-Sep-07,
"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ) Rock,,Ryan Adams,,Live At Carnegie Hall [ Explicit ],,,,$1.29 ,,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,,05:22,,21-Apr-15
